clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,bla_description,bla_class
35,ADC-5,Bla,ADC,ADC-5,243,ARO_3003851,-,-,no,no,class C beta-lactamase,Bla
35,ADC-58,Bla,ADC,ADC-58,244,ARO_3004618,-,-,no,no,class C beta-lactamase,Bla
35,ADC-59,Bla,ADC,ADC-59,245,ARO_3004619,-,-,no,no,class C beta-lactamase,Bla
35,ADC-6,Bla,ADC,ADC-6,246,ARO_3003852,-,-,no,no,class C beta-lactamase,Bla
35,ADC-60,Bla,ADC,ADC-60,247,ARO_3004620,-,-,no,no,class C beta-lactamase,Bla
35,ADC-61,Bla,ADC,ADC-61,248,ARO_3003879,-,-,no,no,class C beta-lactamase,Bla
35,ADC-62,Bla,ADC,ADC-62,249,ARO_3004632,-,-,no,no,class C beta-lactamase,Bla
35,ADC-67,Bla,ADC,ADC-67,250,ARO_3004633,-,-,no,no,class C beta-lactamase,Bla
35,ADC-8,Bla,ADC,ADC-8,251,ARO_3003854,-,-,no,no,class C beta-lactamase,Bla
35,ADC-1,Bla,ADC,ADC-1,252,ARO_3003847,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-10,Bla,ADC,ADC-10,253,ARO_3003855,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-11,Bla,ADC,ADC-11,254,ARO_3004615,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-12,Bla,ADC,ADC-12,255,ARO_3003856,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-13,Bla,ADC,ADC-13,256,ARO_3003857,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-14,Bla,ADC,ADC-14,257,ARO_3003858,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-15,Bla,ADC,ADC-15,258,ARO_3003859,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-16,Bla,ADC,ADC-16,259,ARO_3003860,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-17,Bla,ADC,ADC-17,260,ARO_3003861,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-18,Bla,ADC,ADC-18,261,ARO_3003862,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-19,Bla,ADC,ADC-19,262,ARO_3003863,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-20,Bla,ADC,ADC-20,263,ARO_3003864,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-21,Bla,ADC,ADC-21,264,ARO_3003865,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-22,Bla,ADC,ADC-22,265,ARO_3003866,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-23,Bla,ADC,ADC-23,266,ARO_3003867,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-30,Bla,ADC,ADC-30,267,ARO_3004617,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-31,Bla,ADC,ADC-31,268,ARO_3003870,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-41,Bla,ADC,ADC-41,269,ARO_3003872,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-42,Bla,ADC,ADC-42,270,ARO_3003873,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-43,Bla,ADC,ADC-43,271,ARO_3003874,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-44,Bla,ADC,ADC-44,272,ARO_3003876,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-56,Bla,ADC,ADC-56,273,ARO_3003878,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-68,Bla,ADC,ADC-68,274,ARO_3004493,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-73,Bla,ADC,ADC-73,275,ARO_3004634,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-74,Bla,ADC,ADC-74,276,ARO_3003880,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-75,Bla,ADC,ADC-75,277,ARO_3003881,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-76,Bla,ADC,ADC-76,278,ARO_3003882,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-77,Bla,ADC,ADC-77,279,ARO_3003883,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-78,Bla,ADC,ADC-78,280,ARO_3003884,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-79,Bla,ADC,ADC-79,281,ARO_3003885,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-81,Bla,ADC,ADC-81,282,ARO_3003887,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
35,ADC-82,Bla,ADC,ADC-82,283,ARO_3003888,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
36,AER-1,Bla,AER,AER-1,284,ARO_3002481,-,-,no,no,carbenicillin-hydrolyzing class A beta-lactamase,Bla
37,AIM-1,Bla,AIM,AIM-1,285,ARO_3000853,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
38,AmpC1,Bla,AmpC1,AmpC1,286,ARO_3004611,-,-,no,no,NA,NA
40,AQU-1,Bla,AQU,AQU-1,287,ARO_3002993,-,-,no,no,class C beta-lactamase,Bla
40,AQU-2,Bla,AQU,AQU-2,288,ARO_3004647,-,-,no,no,class C beta-lactamase,Bla
40,AQU-3,Bla,AQU,AQU-3,289,ARO_3004648,-,-,no,no,class C beta-lactamase,Bla
41,ARL-1,Bla,ARL,ARL-1,290,ARO_3004734,-,-,no,no,class A beta-lactamase,Bla
41,ARL-2,Bla,ARL,ARL-2,291,ARO_3004735,-,-,no,no,class A beta-lactamase,Bla
41,ARL-3,Bla,ARL,ARL-3,292,ARO_3004736,-,-,no,no,class A beta-lactamase,Bla
41,ARL-4,Bla,ARL,ARL-4,293,ARO_3004737,-,-,no,no,class A beta-lactamase,Bla
41,ARL-5,Bla,ARL,ARL-5,294,ARO_3004738,-,-,no,no,class A beta-lactamase,Bla
41,ARL-6,Bla,ARL,ARL-6,295,ARO_3004739,-,-,no,no,class A beta-lactamase,Bla
42,AST-1,Bla,AST-1,AST-1,296,ARO_3004740,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_broad
43,BAT-1,Bla,BAT-1,BAT-1,297,ARO_3004747,-,-,no,no,class D beta-lactamase,Bla
44,BcI,Bla,BcI,BcI,298,ARO_3002877,-,-,no,no,class A beta-lactamase,Bla
45,BcII,Bla,BcII,BcII,299,ARO_3002878,-,-,no,no,subclass B1 metallo beta-lactamase,Bla
46,BCL-1,Bla,BCL-1,BCL-1,300,ARO_3004749,-,-,no,no,class A beta-lactamase,Bla
47,BEL-1,Bla,BEL,BEL-1,301,ARO_3002385,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
47,BEL-2,Bla,BEL,BEL-2,302,ARO_3002386,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
47,BEL-3,Bla,BEL,BEL-3,303,ARO_3002387,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
48,BES-1,Bla,BES,BES-1,304,ARO_3004751,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
49,BIC-1,Bla,BIC,BIC-1,305,ARO_3004753,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
50,BIL-1,Bla,BIL,BIL-1,306,ARO_3004755,-,-,no,no,CMY-2 family class C beta-lactamase,Bla
51,BJP-1,Bla,BJP,BJP-1,307,ARO_3000856,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
52,BKC-1,Bla,BKC,BKC-1,308,ARO_3004757,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb
53,bla1,Bla,Bla1,bla1,309,ARO_3000090,-,-,no,no,class A beta-lactamase,Bla
54,bla2,Bla,Bla2,bla2,310,ARO_3004189,-,-,no,no,subclass B1 metallo beta-lactamase,Bla
55,blaA,Bla,blaA,blaA,311,ARO_3003558,-,-,no,no,class A beta-lactamase,Bla
56,blaB21,Bla,blaB21,blaB21,312,ARO_3000579,-,-,no,no,subclass B1 metallo beta-lactamase,Bla
57,blaF,Bla,blaF,blaF,313,ARO_3003562,-,-,no,no,class A beta-lactamase,Bla
58,BPU-1,Bla,BPU-1,BPU-1,314,ARO_3004759,-,-,no,no,class D beta-lactamase,Bla
59,BRO-1.v1,Bla,BRO,BRO-1.v1,315,ARG_Z54180,-,-,no,no,class A beta-lactamase,Bla
59,BRO-1.v2,Bla,BRO,BRO-1.v2,316,ARO_3004761,-,-,no,no,class A beta-lactamase,Bla
59,BRO-2,Bla,BRO,BRO-2,317,ARO_3004762,-,-,no,no,class A beta-lactamase,Bla
60,BUT-1,Bla,BUT-1,BUT-1,318,ARO_3004294,-,-,no,no,class C beta-lactamase,Bla
61,CAM-1,Bla,CAM-1,CAM-1,319,ARO_3004559,-,-,no,no,subclass B1 metallo beta-lactamase,Bla
62,CARB-21,Bla,CARB,CARB-21,320,ARO_3003176,-,-,no,no,class A beta-lactamase,Bla
62,CARB-23,Bla,CARB,CARB-23,321,ARO_3003186,-,-,no,no,class A beta-lactamase,Bla
62,CARB-12,Bla,CARB,CARB-12,322,ARO_3002250,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
62,CARB-17,Bla,CARB,CARB-17,323,ARO_3002254,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
62,CARB-18,Bla,CARB,CARB-18,324,ARO_3003174,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
62,CARB-19,Bla,CARB,CARB-19,325,ARO_3003175,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
62,CARB-20,Bla,CARB,CARB-20,326,ARO_3003150,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
62,CARB-22,Bla,CARB,CARB-22,327,ARO_3003151,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
62,CARB-8,Bla,CARB,CARB-8,328,ARO_3002247,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
62,CARB-1,Bla,CARB,CARB-1,329,ARO_3002240,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla_broad
62,CARB-2.v1,Bla,CARB,CARB-2.v1,330,ARG_HQ157204,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla_broad
62,CARB-2.v2,Bla,CARB,CARB-2.v2,331,ARO_3002241,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla_broad
62,CARB-3,Bla,CARB,CARB-3,332,ARO_3002242,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla_broad
62,CARB-4,Bla,CARB,CARB-4,333,ARO_3002243,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla_broad
62,CARB-6,Bla,CARB,CARB-6,334,ARO_3002245,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla_broad
62,CARB-7,Bla,CARB,CARB-7,335,ARO_3002246,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla_broad
62,CARB-9,Bla,CARB,CARB-9,336,ARO_3002248,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla_broad
62,CARB-5,Bla,CARB,CARB-5,337,ARO_3002244,-,-,no,no,RTG family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla_broad
62,CARB-14,Bla,CARB,CARB-14,338,ARO_3002252,-,-,no,no,RTG family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla_broad
62,CARB-16,Bla,CARB,CARB-16,339,ARO_3002255,-,-,no,no,RTG family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla_broad
62,CARB-10,Bla,CARB,CARB-10,340,ARO_3002249,-,-,no,no,RTG family carbenicillin-hydrolyzing class A extended-spectrum beta-lactamase,Bla_ESBL
63,CAU-1,Bla,CAU,CAU-1,341,ARO_3000855,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla
64,cblA-1,Bla,CblA,cblA-1,342,ARO_3002999,-,-,no,no,class A beta-lactamase,Bla
65,CBP-1,Bla,CBP,CBP-1,343,ARO_3004764,-,-,no,no,class A beta-lactamase,Bla
66,cepA,Bla,CepA,cepA,344,ARO_3003559,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
67,cepS,Bla,CepS,cepS,345,ARO_3003553,-,-,no,no,class C beta-lactamase,Bla
68,ccrA,Bla,CfiA,ccrA,346,ARO_3000578,-,-,no,no,subclass B1 metallo beta-lactamase,Bla
69,cfxA,Bla,CfxA,cfxA,347,ARO_3003001,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
69,cfxA5,Bla,CfxA,cfxA5,348,ARO_3003096,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
69,cfxA2.v1,Bla,CfxA,cfxA2.v1,349,ARG_AF504910,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
69,cfxA3,Bla,CfxA,cfxA3,350,ARO_3003003,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
69,cfxA4,Bla,CfxA,cfxA4,351,ARO_3003005,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
69,cfxA2.v2,Bla,CfxA,cfxA2.v2,352,ARO_3003002,-,-,no,no,NA,NA
69,cfxA6,Bla,CfxA,cfxA6,353,ARO_3003097,-,-,no,no,NA,NA
70,CGA-1,Bla,CGA,CGA-1,354,ARO_3004766,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
71,CGB-1,Bla,CGB,CGB-1,355,ARO_3000841,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb
72,CIA-1,Bla,CIA,CIA-1,356,ARO_3004768,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
72,CIA-2,Bla,CIA,CIA-2,357,ARO_3004769,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
72,CIA-3,Bla,CIA,CIA-3,358,ARO_3004770,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
72,CIA-4,Bla,CIA,CIA-4,359,ARO_3004771,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
73,CKO-1,Bla,CKO,CKO-1,360,ARO_3004773,-,-,no,no,class A broad spectrum beta-lactamase,Bla_broad
74,CME-1,Bla,CME,CME-1,361,ARO_3004775,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL
75,CMH-1,Bla,CMH,CMH-1,362,ARO_3004777,-,-,no,no,class C beta-lactamase,Bla
76,CFE-1,Bla,CMY,CFE-1,363,ARO_3001856,-,-,no,no,class C beta-lactamase,Bla
76,CFE-2,Bla,CMY,CFE-2,364,ARO_3004464,-,-,no,no,class C beta-lactamase,Bla
76,CMY-1,Bla,CMY,CMY-1,365,ARO_3002012,-,-,no,no,class C beta-lactamase,Bla
76,CMY-10,Bla,CMY,CMY-10,366,ARO_3002021,-,-,no,no,class C beta-lactamase,Bla
76,CMY-100,Bla,CMY,CMY-100,367,ARO_3002112,-,-,no,no,class C beta-lactamase,Bla
76,CMY-101,Bla,CMY,CMY-101,368,ARO_3002113,-,-,no,no,class C beta-lactamase,Bla
76,CMY-102,Bla,CMY,CMY-102,369,ARO_3002114,-,-,no,no,class C beta-lactamase,Bla
76,CMY-103,Bla,CMY,CMY-103,370,ARO_3002115,-,-,no,no,class C beta-lactamase,Bla
76,CMY-104,Bla,CMY,CMY-104,371,ARO_3002116,-,-,no,no,class C beta-lactamase,Bla
76,CMY-105,Bla,CMY,CMY-105,372,ARO_3002117,-,-,no,no,class C beta-lactamase,Bla
76,CMY-108,Bla,CMY,CMY-108,373,ARO_3002120,-,-,no,no,class C beta-lactamase,Bla
76,CMY-11,Bla,CMY,CMY-11,374,ARO_3002022,-,-,no,no,class C beta-lactamase,Bla
76,CMY-110,Bla,CMY,CMY-110,375,ARO_3002071,-,-,no,no,class C beta-lactamase,Bla
76,CMY-111,Bla,CMY,CMY-111,376,ARO_3002122,-,-,no,no,class C beta-lactamase,Bla
76,CMY-112,Bla,CMY,CMY-112,377,ARO_3002123,-,-,no,no,class C beta-lactamase,Bla
76,CMY-113,Bla,CMY,CMY-113,378,ARO_3002124,-,-,no,no,class C beta-lactamase,Bla
76,CMY-114,Bla,CMY,CMY-114,379,ARO_3002125,-,-,no,no,class C beta-lactamase,Bla
76,CMY-115,Bla,CMY,CMY-115,380,ARO_3002126,-,-,no,no,class C beta-lactamase,Bla
76,CMY-116,Bla,CMY,CMY-116,381,ARO_3002127,-,-,no,no,class C beta-lactamase,Bla
76,CMY-117,Bla,CMY,CMY-117,382,ARO_3002128,-,-,no,no,class C beta-lactamase,Bla
76,CMY-118,Bla,CMY,CMY-118,383,ARO_3002129,-,-,no,no,class C beta-lactamase,Bla
76,CMY-119,Bla,CMY,CMY-119,384,ARO_3002130,-,-,no,no,class C beta-lactamase,Bla
76,CMY-12,Bla,CMY,CMY-12,385,ARO_3002023,-,-,no,no,class C beta-lactamase,Bla
76,CMY-13,Bla,CMY,CMY-13,386,ARO_3002024,-,-,no,no,class C beta-lactamase,Bla
76,CMY-132,Bla,CMY,CMY-132,387,ARO_3003652,-,-,no,no,class C beta-lactamase,Bla
76,CMY-133,Bla,CMY,CMY-133,388,ARO_3003653,-,-,no,no,class C beta-lactamase,Bla
76,CMY-135,Bla,CMY,CMY-135,389,ARO_3004778,-,-,no,no,class C beta-lactamase,Bla
76,CMY-136,Bla,CMY,CMY-136,390,ARO_3004854,-,-,no,no,class C beta-lactamase,Bla
76,CMY-14.v1,Bla,CMY,CMY-14.v1,391,ARG_EU600193,-,-,no,no,class C beta-lactamase,Bla
76,CMY-14.v2,Bla,CMY,CMY-14.v2,392,ARO_3002025,-,-,no,no,class C beta-lactamase,Bla
76,CMY-15,Bla,CMY,CMY-15,393,ARO_3002026,-,-,no,no,class C beta-lactamase,Bla
76,CMY-16,Bla,CMY,CMY-16,394,ARO_3002027,-,-,no,no,class C beta-lactamase,Bla
76,CMY-17,Bla,CMY,CMY-17,395,ARO_3002028,-,-,no,no,class C beta-lactamase,Bla
76,CMY-18,Bla,CMY,CMY-18,396,ARO_3002029,-,-,no,no,class C beta-lactamase,Bla
76,CMY-19,Bla,CMY,CMY-19,397,ARO_3002030,-,-,no,no,class C beta-lactamase,Bla
76,CMY-2.v1,Bla,CMY,CMY-2.v1,398,ARG_AM779746,-,-,no,no,class C beta-lactamase,Bla
76,CMY-2.v2,Bla,CMY,CMY-2.v2,399,ARO_3002013,-,-,no,no,class C beta-lactamase,Bla
76,CMY-20,Bla,CMY,CMY-20,400,ARO_3002031,-,-,no,no,class C beta-lactamase,Bla
76,CMY-21,Bla,CMY,CMY-21,401,ARO_3002032,-,-,no,no,class C beta-lactamase,Bla
76,CMY-22,Bla,CMY,CMY-22,402,ARO_3002033,-,-,no,no,class C beta-lactamase,Bla
76,CMY-23,Bla,CMY,CMY-23,403,ARO_3002034,-,-,no,no,class C beta-lactamase,Bla
76,CMY-24,Bla,CMY,CMY-24,404,ARO_3002035,-,-,no,no,class C beta-lactamase,Bla
76,CMY-25,Bla,CMY,CMY-25,405,ARO_3002036,-,-,no,no,class C beta-lactamase,Bla
76,CMY-26,Bla,CMY,CMY-26,406,ARO_3002037,-,-,no,no,class C beta-lactamase,Bla
76,CMY-27,Bla,CMY,CMY-27,407,ARO_3002038,-,-,no,no,class C beta-lactamase,Bla
76,CMY-28,Bla,CMY,CMY-28,408,ARO_3002039,-,-,no,no,class C beta-lactamase,Bla
76,CMY-29,Bla,CMY,CMY-29,409,ARO_3002040,-,-,no,no,class C beta-lactamase,Bla
76,CMY-31,Bla,CMY,CMY-31,410,ARO_3002042,-,-,no,no,class C beta-lactamase,Bla
76,CMY-32,Bla,CMY,CMY-32,411,ARO_3002043,-,-,no,no,class C beta-lactamase,Bla
76,CMY-33,Bla,CMY,CMY-33,412,ARO_3002044,-,-,no,no,class C beta-lactamase,Bla
76,CMY-34,Bla,CMY,CMY-34,413,ARO_3002045,-,-,no,no,class C beta-lactamase,Bla
76,CMY-35,Bla,CMY,CMY-35,414,ARO_3002046,-,-,no,no,class C beta-lactamase,Bla
76,CMY-36,Bla,CMY,CMY-36,415,ARO_3002047,-,-,no,no,class C beta-lactamase,Bla
76,CMY-38,Bla,CMY,CMY-38,416,ARO_3002049,-,-,no,no,class C beta-lactamase,Bla
76,CMY-39,Bla,CMY,CMY-39,417,ARO_3002050,-,-,no,no,class C beta-lactamase,Bla
76,CMY-4.v1,Bla,CMY,CMY-4.v1,418,ARG_AF420597,-,-,no,no,class C beta-lactamase,Bla
76,CMY-4.v2,Bla,CMY,CMY-4.v2,419,ARO_3002015,-,-,no,no,class C beta-lactamase,Bla
76,CMY-40,Bla,CMY,CMY-40,420,ARO_3002051,-,-,no,no,class C beta-lactamase,Bla
76,CMY-41,Bla,CMY,CMY-41,421,ARO_3002052,-,-,no,no,class C beta-lactamase,Bla
76,CMY-43,Bla,CMY,CMY-43,422,ARO_3002054,-,-,no,no,class C beta-lactamase,Bla
76,CMY-44,Bla,CMY,CMY-44,423,ARO_3002055,-,-,no,no,class C beta-lactamase,Bla
76,CMY-45,Bla,CMY,CMY-45,424,ARO_3002056,-,-,no,no,class C beta-lactamase,Bla
76,CMY-46,Bla,CMY,CMY-46,425,ARO_3002057,-,-,no,no,class C beta-lactamase,Bla
76,CMY-47,Bla,CMY,CMY-47,426,ARO_3002058,-,-,no,no,class C beta-lactamase,Bla
76,CMY-48,Bla,CMY,CMY-48,427,ARO_3002059,-,-,no,no,class C beta-lactamase,Bla
76,CMY-49,Bla,CMY,CMY-49,428,ARO_3002060,-,-,no,no,class C beta-lactamase,Bla
76,CMY-5,Bla,CMY,CMY-5,429,ARO_3002016,-,-,no,no,class C beta-lactamase,Bla
76,CMY-50,Bla,CMY,CMY-50,430,ARO_3002061,-,-,no,no,class C beta-lactamase,Bla
76,CMY-51,Bla,CMY,CMY-51,431,ARO_3002062,-,-,no,no,class C beta-lactamase,Bla
76,CMY-53,Bla,CMY,CMY-53,432,ARO_3002064,-,-,no,no,class C beta-lactamase,Bla
76,CMY-54,Bla,CMY,CMY-54,433,ARO_3002065,-,-,no,no,class C beta-lactamase,Bla
76,CMY-55,Bla,CMY,CMY-55,434,ARO_3002066,-,-,no,no,class C beta-lactamase,Bla
76,CMY-56,Bla,CMY,CMY-56,435,ARO_3002067,-,-,no,no,class C beta-lactamase,Bla
76,CMY-57,Bla,CMY,CMY-57,436,ARO_3002068,-,-,no,no,class C beta-lactamase,Bla
76,CMY-58,Bla,CMY,CMY-58,437,ARO_3002072,-,-,no,no,class C beta-lactamase,Bla
76,CMY-59,Bla,CMY,CMY-59,438,ARO_3002069,-,-,no,no,class C beta-lactamase,Bla
76,CMY-6,Bla,CMY,CMY-6,439,ARO_3002017,-,-,no,no,class C beta-lactamase,Bla
76,CMY-60,Bla,CMY,CMY-60,440,ARO_3002073,-,-,no,no,class C beta-lactamase,Bla
76,CMY-61,Bla,CMY,CMY-61,441,ARO_3002074,-,-,no,no,class C beta-lactamase,Bla
76,CMY-62,Bla,CMY,CMY-62,442,ARO_3002075,-,-,no,no,class C beta-lactamase,Bla
76,CMY-63,Bla,CMY,CMY-63,443,ARO_3002076,-,-,no,no,class C beta-lactamase,Bla
76,CMY-64,Bla,CMY,CMY-64,444,ARO_3002077,-,-,no,no,class C beta-lactamase,Bla
76,CMY-65.v1,Bla,CMY,CMY-65.v1,445,ARG_JN714479,-,-,no,no,class C beta-lactamase,Bla
76,CMY-65.v2,Bla,CMY,CMY-65.v2,446,ARO_3002078,-,-,no,no,class C beta-lactamase,Bla
76,CMY-66,Bla,CMY,CMY-66,447,ARO_3002079,-,-,no,no,class C beta-lactamase,Bla
76,CMY-67,Bla,CMY,CMY-67,448,ARO_3002080,-,-,no,no,class C beta-lactamase,Bla
76,CMY-68,Bla,CMY,CMY-68,449,ARO_3002081,-,-,no,no,class C beta-lactamase,Bla
76,CMY-69,Bla,CMY,CMY-69,450,ARO_3002082,-,-,no,no,class C beta-lactamase,Bla
76,CMY-7,Bla,CMY,CMY-7,451,ARO_3002018,-,-,no,no,class C beta-lactamase,Bla
76,CMY-70,Bla,CMY,CMY-70,452,ARO_3002083,-,-,no,no,class C beta-lactamase,Bla
76,CMY-71,Bla,CMY,CMY-71,453,ARO_3002084,-,-,no,no,class C beta-lactamase,Bla
76,CMY-72,Bla,CMY,CMY-72,454,ARO_3002085,-,-,no,no,class C beta-lactamase,Bla
76,CMY-73,Bla,CMY,CMY-73,455,ARO_3002086,-,-,no,no,class C beta-lactamase,Bla
76,CMY-74,Bla,CMY,CMY-74,456,ARO_3002087,-,-,no,no,class C beta-lactamase,Bla
76,CMY-75,Bla,CMY,CMY-75,457,ARO_3002088,-,-,no,no,class C beta-lactamase,Bla
76,CMY-76,Bla,CMY,CMY-76,458,ARO_3002089,-,-,no,no,class C beta-lactamase,Bla
76,CMY-77,Bla,CMY,CMY-77,459,ARO_3002090,-,-,no,no,class C beta-lactamase,Bla
76,CMY-78,Bla,CMY,CMY-78,460,ARO_3002091,-,-,no,no,class C beta-lactamase,Bla
76,CMY-79,Bla,CMY,CMY-79,461,ARO_3002092,-,-,no,no,class C beta-lactamase,Bla
76,CMY-80,Bla,CMY,CMY-80,462,ARO_3002093,-,-,no,no,class C beta-lactamase,Bla
76,CMY-81,Bla,CMY,CMY-81,463,ARO_3002094,-,-,no,no,class C beta-lactamase,Bla
76,CMY-82,Bla,CMY,CMY-82,464,ARO_3002095,-,-,no,no,class C beta-lactamase,Bla
76,CMY-83,Bla,CMY,CMY-83,465,ARO_3002096,-,-,no,no,class C beta-lactamase,Bla
76,CMY-84,Bla,CMY,CMY-84,466,ARO_3002097,-,-,no,no,class C beta-lactamase,Bla
76,CMY-85,Bla,CMY,CMY-85,467,ARO_3002098,-,-,no,no,class C beta-lactamase,Bla
76,CMY-86,Bla,CMY,CMY-86,468,ARO_3002099,-,-,no,no,class C beta-lactamase,Bla
76,CMY-87,Bla,CMY,CMY-87,469,ARO_3002100,-,-,no,no,class C beta-lactamase,Bla
76,CMY-90,Bla,CMY,CMY-90,470,ARO_3002103,-,-,no,no,class C beta-lactamase,Bla
76,CMY-93,Bla,CMY,CMY-93,471,ARO_3002106,-,-,no,no,class C beta-lactamase,Bla
76,CMY-94,Bla,CMY,CMY-94,472,ARO_3002107,-,-,no,no,class C beta-lactamase,Bla
76,CMY-95,Bla,CMY,CMY-95,473,ARO_3002108,-,-,no,no,class C beta-lactamase,Bla
76,CMY-98,Bla,CMY,CMY-98,474,ARO_3002111,-,-,no,no,class C beta-lactamase,Bla
76,CMY-99,Bla,CMY,CMY-99,475,ARO_3002070,-,-,no,no,class C beta-lactamase,Bla
76,LAT-1,Bla,CMY,LAT-1,476,ARO_3001857,-,-,no,no,class C beta-lactamase,Bla
76,CMY-30,Bla,CMY,CMY-30,477,ARO_3002041,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL
