seqID,clusterid,gene,allele,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,idInFile,symbol,class,accession,positions,size,Lahey,Bla_Class
84,194,CTX-M-8_Bla,CTX-M-78,no,yes,Bla___CTX-M-78___AM982522___1-876___876,CTX-M-78,Bla,AM982522,1-876,876,class A extended-spectrum beta-lactamase CTX-M-78,Bla_ESBL
85,194,CTX-M-8_Bla,CTX-M-89,no,yes,Bla___CTX-M-89___FJ971899___1-876___876,CTX-M-89,Bla,FJ971899,1-876,876,class A extended-spectrum beta-lactamase CTX-M-89,Bla_ESBL
86,194,CTX-M-8_Bla,CTX-M-91,no,yes,Bla___CTX-M-91___GQ870432___31-906___876,CTX-M-91,Bla,GQ870432,31-906,876,class A extended-spectrum beta-lactamase CTX-M-91,Bla_ESBL
87,194,CTX-M-8_Bla,CTX-M-94,no,yes,Bla___CTX-M-94___HM167760___1-876___876,CTX-M-94,Bla,HM167760,1-876,876,class A extended-spectrum beta-lactamase CTX-M-94,Bla_ESBL
88,194,CTX-M-8_Bla,CTX-M-100,no,yes,Bla___CTX-M-100___FR682582___1-876___876,CTX-M-100,Bla,FR682582,1-876,876,class A extended-spectrum beta-lactamase CTX-M-100,Bla_ESBL
89,197,GOB-16_Bla,GOB-16,no,yes,Bla___GOB-16___GU188443___1-873___873,GOB-16,Bla,GU188443,1-873,873,NA,NA
90,197,GOB-16_Bla,GOB-17,no,yes,Bla___GOB-17___AY899332___1-873___873,GOB-17,Bla,AY899332,1-873,873,NA,NA
91,196,HERA-1_Bla,HERA-1,no,no,Bla___HERA-1___AF311385___1-873___873,HERA-1,Bla,AF311385,1-873,873,NA,NA
92,196,HERA-1_Bla,HERA-2,no,no,Bla___HERA-2___AF398334___1-873___873,HERA-2,Bla,AF398334,1-873,873,NA,NA
93,196,HERA-1_Bla,HERA-3,no,no,Bla___HERA-3___AF398335___1-873___873,HERA-3,Bla,AF398335,1-873,873,NA,NA
94,196,HERA-1_Bla,HERA-4,no,no,Bla___HERA-4___AJ536088___1-873___873,HERA-4,Bla,AJ536088,1-873,873,NA,NA
95,196,HERA-1_Bla,HERA-5,no,no,Bla___HERA-5___AJ536089___1-873___873,HERA-5,Bla,AJ536089,1-873,873,NA,NA
96,196,HERA-1_Bla,HERA-6,no,no,Bla___HERA-6___AJ536090___1-873___873,HERA-6,Bla,AJ536090,1-873,873,NA,NA
97,196,HERA-1_Bla,HERA-7,no,no,Bla___HERA-7___AJ536091___1-873___873,HERA-7,Bla,AJ536091,1-873,873,NA,NA
98,196,HERA-1_Bla,HERA-8,no,no,Bla___HERA-8___AJ536092___1-873___873,HERA-8,Bla,AJ536092,1-873,873,NA,NA
99,191,SFO-1_Bla,SFO-1,no,no,Bla___SFO-1___FJ848785___4719-5594___876,SFO-1,Bla,FJ848785,4719-5594,876,NA,NA
100,190,CTX-M-9_Bla,CTX-M-9,no,yes,Bla___CTX-M-9___AF174129___1-876___876,CTX-M-9,Bla,AF174129,1-876,876,class A extended-spectrum beta-lactamase CTX-M-9,Bla_ESBL
101,190,CTX-M-9_Bla,CTX-M-13,no,yes,Bla___CTX-M-13___AF252621___1-876___876,CTX-M-13,Bla,AF252621,1-876,876,class A extended-spectrum beta-lactamase CTX-M-13,Bla_ESBL
102,190,CTX-M-9_Bla,CTX-M-14,no,yes,Bla___CTX-M-14___AF252622___1741-2616___876,CTX-M-14,Bla,AF252622,1741-2616,876,class A extended-spectrum beta-lactamase CTX-M-14,Bla_ESBL
103,190,CTX-M-9_Bla,CTX-M-16,no,yes,Bla___CTX-M-16___AY029068___1-876___876,CTX-M-16,Bla,AY029068,1-876,876,class A extended-spectrum beta-lactamase CTX-M-16,Bla_ESBL
104,190,CTX-M-9_Bla,CTX-M-17,no,yes,Bla___CTX-M-17___AY033516___2826-3711___876,CTX-M-17,Bla,AY033516,2826-3711,876,class A extended-spectrum beta-lactamase CTX-M-17,Bla_ESBL
105,190,CTX-M-9_Bla,CTX-M-18,no,yes,Bla___CTX-M-18___AF325133___1-876___876,CTX-M-18,Bla,AF325133,1-876,876,NA,NA
106,190,CTX-M-9_Bla,CTX-M-19,no,yes,Bla___CTX-M-19___AF325134___1-876___876,CTX-M-19,Bla,AF325134,1-876,876,class A extended-spectrum beta-lactamase CTX-M-19,Bla_ESBL
107,190,CTX-M-9_Bla,CTX-M-21,no,yes,Bla___CTX-M-21___AJ416346___557-1432___876,CTX-M-21,Bla,AJ416346,557-1432,876,class A extended-spectrum beta-lactamase CTX-M-21,Bla_ESBL
108,190,CTX-M-9_Bla,CTX-M-24,no,yes,Bla___CTX-M-24___AY143430___1-876___876,CTX-M-24,Bla,AY143430,1-876,876,class A extended-spectrum beta-lactamase CTX-M-24,Bla_ESBL
109,190,CTX-M-9_Bla,CTX-M-27,no,yes,Bla___CTX-M-27___AY156923___1-876___876,CTX-M-27,Bla,AY156923,1-876,876,class A extended-spectrum beta-lactamase CTX-M-27,Bla_ESBL
110,190,CTX-M-9_Bla,CTX-M-45,no,yes,Bla___CTX-M-45___D89862___112-981___876,CTX-M-45,Bla,D89862,112-981,876,class A extended-spectrum beta-lactamase CTX-M-45,Bla_ESBL
111,190,CTX-M-9_Bla,CTX-M-46,no,yes,Bla___CTX-M-46___AY847147___82-957___876,CTX-M-46,Bla,AY847147,82-957,876,class A extended-spectrum beta-lactamase CTX-M-46,Bla_ESBL
112,190,CTX-M-9_Bla,CTX-M-47,no,yes,Bla___CTX-M-47___AY847143___83-958___876,CTX-M-47,Bla,AY847143,83-958,876,class A extended-spectrum beta-lactamase CTX-M-47,Bla_ESBL
113,190,CTX-M-9_Bla,CTX-M-48,no,yes,Bla___CTX-M-48___AY847144___82-957___876,CTX-M-48,Bla,AY847144,82-957,876,class A extended-spectrum beta-lactamase CTX-M-48,Bla_ESBL
114,190,CTX-M-9_Bla,CTX-M-49,no,yes,Bla___CTX-M-49___AY847145___82-957___876,CTX-M-49,Bla,AY847145,82-957,876,class A extended-spectrum beta-lactamase CTX-M-49,Bla_ESBL
115,190,CTX-M-9_Bla,CTX-M-50,no,yes,Bla___CTX-M-50___AY847146___83-958___876,CTX-M-50,Bla,AY847146,83-958,876,class A extended-spectrum beta-lactamase CTX-M-50,Bla_ESBL
116,190,CTX-M-9_Bla,CTX-M-51,no,yes,Bla___CTX-M-51___DQ211987___1-876___876,CTX-M-51,Bla,DQ211987,1-876,876,class A extended-spectrum beta-lactamase CTX-M-51,Bla_ESBL
117,190,CTX-M-9_Bla,CTX-M-65,no,yes,Bla___CTX-M-65___EF418608___10-885___876,CTX-M-65,Bla,EF418608,10-885,876,class A extended-spectrum beta-lactamase CTX-M-65,Bla_ESBL
118,190,CTX-M-9_Bla,CTX-M-67,no,yes,Bla___CTX-M-67___EF581888___1-876___876,CTX-M-67,Bla,EF581888,1-876,876,class A extended-spectrum beta-lactamase CTX-M-67,Bla_ESBL
119,190,CTX-M-9_Bla,CTX-M-81,no,yes,Bla___CTX-M-81___EU136031___1-876___876,CTX-M-81,Bla,EU136031,1-876,876,class A extended-spectrum beta-lactamase CTX-M-81,Bla_ESBL
120,190,CTX-M-9_Bla,CTX-M-82,no,yes,Bla___CTX-M-82___EU545409___81-956___876,CTX-M-82,Bla,EU545409,81-956,876,class A extended-spectrum beta-lactamase CTX-M-82,Bla_ESBL
121,190,CTX-M-9_Bla,CTX-M-83,no,yes,Bla___CTX-M-83___FJ214366___1-876___876,CTX-M-83,Bla,FJ214366,1-876,876,class A extended-spectrum beta-lactamase CTX-M-83,Bla_ESBL
122,190,CTX-M-9_Bla,CTX-M-84,no,yes,Bla___CTX-M-84___FJ214367___1-876___876,CTX-M-84,Bla,FJ214367,1-876,876,class A extended-spectrum beta-lactamase CTX-M-84,Bla_ESBL
123,190,CTX-M-9_Bla,CTX-M-85,no,yes,Bla___CTX-M-85___FJ214368___1-876___876,CTX-M-85,Bla,FJ214368,1-876,876,class A extended-spectrum beta-lactamase CTX-M-85,Bla_ESBL
124,190,CTX-M-9_Bla,CTX-M-86,no,yes,Bla___CTX-M-86___FJ214369___1-876___876,CTX-M-86,Bla,FJ214369,1-876,876,class A extended-spectrum beta-lactamase CTX-M-86,Bla_ESBL
125,190,CTX-M-9_Bla,CTX-M-87,no,yes,Bla___CTX-M-87___EU545409___81-956___876,CTX-M-87,Bla,EU545409,81-956,876,class A extended-spectrum beta-lactamase CTX-M-87,Bla_ESBL
126,190,CTX-M-9_Bla,CTX-M-90,no,yes,Bla___CTX-M-90___FJ907381___1-876___876,CTX-M-90,Bla,FJ907381,1-876,876,class A extended-spectrum beta-lactamase CTX-M-90,Bla_ESBL
127,190,CTX-M-9_Bla,CTX-M-93,no,yes,Bla___CTX-M-93___HQ166709___1-876___876,CTX-M-93,Bla,HQ166709,1-876,876,class A extended-spectrum beta-lactamase CTX-M-93,Bla_ESBL
128,190,CTX-M-9_Bla,CTX-M-98,no,yes,Bla___CTX-M-98___HQ637575___1-876___876,CTX-M-98,Bla,HQ637575,1-876,876,class A extended-spectrum beta-lactamase CTX-M-98,Bla_ESBL
129,190,CTX-M-9_Bla,CTX-M-99,no,yes,Bla___CTX-M-99___HM803271___1-876___876,CTX-M-99,Bla,HM803271,1-876,876,class A extended-spectrum beta-lactamase CTX-M-99,Bla_ESBL
130,190,CTX-M-9_Bla,CTX-M-102,no,yes,Bla___CTX-M-102___HQ398215___245-1120___876,CTX-M-102,Bla,HQ398215,245-1120,876,class A extended-spectrum beta-lactamase CTX-M-102,Bla_ESBL
131,190,CTX-M-9_Bla,CTX-M-104,no,yes,Bla___CTX-M-104___HQ833652___245-1120___876,CTX-M-104,Bla,HQ833652,245-1120,876,class A extended-spectrum beta-lactamase CTX-M-104,Bla_ESBL
132,190,CTX-M-9_Bla,CTX-M-105,no,yes,Bla___CTX-M-105___HQ833651___245-1120___876,CTX-M-105,Bla,HQ833651,245-1120,876,class A extended-spectrum beta-lactamase CTX-M-105,Bla_ESBL
133,190,CTX-M-9_Bla,CTX-M-106,no,yes,Bla___CTX-M-106___HQ913565___1-870___870,CTX-M-106,Bla,HQ913565,1-870,870,class A extended-spectrum beta-lactamase CTX-M-106,Bla_ESBL
134,190,CTX-M-9_Bla,CTX-M-110,no,yes,Bla___CTX-M-110___JF274242___1-877___877,CTX-M-110,Bla,JF274242,1-877,877,class A extended-spectrum beta-lactamase CTX-M-110,Bla_ESBL
135,190,CTX-M-9_Bla,CTX-M-111,no,yes,Bla___CTX-M-111___JF274243___1-876___876,CTX-M-111,Bla,JF274243,1-876,876,class A extended-spectrum beta-lactamase CTX-M-111,Bla_ESBL
136,190,CTX-M-9_Bla,CTX-M-112,no,yes,Bla___CTX-M-112___JF274246___1-876___876,CTX-M-112,Bla,JF274246,1-876,876,class A extended-spectrum beta-lactamase CTX-M-112,Bla_ESBL
137,190,CTX-M-9_Bla,CTX-M-113,no,yes,Bla___CTX-M-113___JF274247___1-876___876,CTX-M-113,Bla,JF274247,1-876,876,class A extended-spectrum beta-lactamase CTX-M-113,Bla_ESBL
138,190,CTX-M-9_Bla,CTX-M-121,no,yes,Bla___CTX-M-121___JN790862___245-1120___876,CTX-M-121,Bla,JN790862,245-1120,876,class A extended-spectrum beta-lactamase CTX-M-121,Bla_ESBL
139,190,CTX-M-9_Bla,CTX-M-122,no,yes,Bla___CTX-M-122___JN790863___233-1108___876,CTX-M-122,Bla,JN790863,233-1108,876,class A extended-spectrum beta-lactamase CTX-M-122,Bla_ESBL
140,190,CTX-M-9_Bla,CTX-M-125,no,yes,Bla___CTX-M-125___JQ724542___175-1050___876,CTX-M-125,Bla,JQ724542,175-1050,876,class A extended-spectrum beta-lactamase CTX-M-125,Bla_ESBL
141,190,CTX-M-9_Bla,CTX-M-126,no,yes,Bla___CTX-M-126___AB703103___1-876___876,CTX-M-126,Bla,AB703103,1-876,876,class A extended-spectrum beta-lactamase CTX-M-126,Bla_ESBL
142,190,CTX-M-9_Bla,CTX-M-129,no,yes,Bla___CTX-M-129___JX017364___239-1114___876,CTX-M-129,Bla,JX017364,239-1114,876,class A extended-spectrum beta-lactamase CTX-M-129,Bla_ESBL
143,190,CTX-M-9_Bla,CTX-M-130,no,yes,Bla___CTX-M-130___JX017365___245-1120___876,CTX-M-130,Bla,JX017365,245-1120,876,class A extended-spectrum beta-lactamase CTX-M-130,Bla_ESBL
144,190,CTX-M-9_Bla,CTX-M-134,no,yes,Bla___CTX-M-134___JX896165___1-876___876,CTX-M-134,Bla,JX896165,1-876,876,class A extended-spectrum beta-lactamase CTX-M-134,Bla_ESBL
145,193,CTX-M-1_Bla,CTX-M-1,no,yes,Bla___CTX-M-1___X92506___63-938___866,CTX-M-1,Bla,X92506,63-938,866,class A extended-spectrum beta-lactamase CTX-M-1,Bla_ESBL
146,193,CTX-M-1_Bla,CTX-M-3,no,yes,Bla___CTX-M-3___Y10278___1-876___876,CTX-M-3,Bla,Y10278,1-876,876,class A extended-spectrum beta-lactamase CTX-M-3,Bla_ESBL
147,193,CTX-M-1_Bla,CTX-M-10,no,yes,Bla___CTX-M-10___AF255298___1-873___873,CTX-M-10,Bla,AF255298,1-873,873,class A extended-spectrum beta-lactamase CTX-M-10,Bla_ESBL
148,193,CTX-M-1_Bla,CTX-M-11,no,yes,Bla___CTX-M-11___AY005110___254-1402___876,CTX-M-11,Bla,AY005110,254-1402,876,class A extended-spectrum beta-lactamase CTX-M-11,Bla_ESBL
149,193,CTX-M-1_Bla,CTX-M-12,no,yes,Bla___CTX-M-12___AY293073___1-876___876,CTX-M-12,Bla,AY293073,1-876,876,class A extended-spectrum beta-lactamase CTX-M-12,Bla_ESBL
150,193,CTX-M-1_Bla,CTX-M-15,no,yes,Bla___CTX-M-15___JQ686199___261-1136___876,CTX-M-15,Bla,JQ686199,261-1136,876,class A extended-spectrum beta-lactamase CTX-M-15,Bla_ESBL
151,193,CTX-M-1_Bla,CTX-M-22,no,yes,Bla___CTX-M-22___AY080894___4-879___876,CTX-M-22,Bla,AY080894,4-879,876,class A extended-spectrum beta-lactamase CTX-M-22,Bla_ESBL
152,193,CTX-M-1_Bla,CTX-M-23,no,yes,Bla___CTX-M-23___AF488377___63-938___876,CTX-M-23,Bla,AF488377,63-938,876,class A extended-spectrum beta-lactamase CTX-M-23,Bla_ESBL
153,193,CTX-M-1_Bla,CTX-M-28,no,yes,Bla___CTX-M-28___AJ549244___1-876___876,CTX-M-28,Bla,AJ549244,1-876,876,class A extended-spectrum beta-lactamase CTX-M-28,Bla_ESBL
154,193,CTX-M-1_Bla,CTX-M-29,no,yes,Bla___CTX-M-29___AY267213___1-876___876,CTX-M-29,Bla,AY267213,1-876,876,class A extended-spectrum beta-lactamase CTX-M-29,Bla_ESBL
155,193,CTX-M-1_Bla,CTX-M-30,no,yes,Bla___CTX-M-30___AY292654___1-876___876,CTX-M-30,Bla,AY292654,1-876,876,class A extended-spectrum beta-lactamase CTX-M-30,Bla_ESBL
156,193,CTX-M-1_Bla,CTX-M-32,no,yes,Bla___CTX-M-32___AJ557142___1-876___876,CTX-M-32,Bla,AJ557142,1-876,876,class A extended-spectrum beta-lactamase CTX-M-32,Bla_ESBL
157,193,CTX-M-1_Bla,CTX-M-33,no,yes,Bla___CTX-M-33___AY238472___13-888___876,CTX-M-33,Bla,AY238472,13-888,876,class A extended-spectrum beta-lactamase CTX-M-33,Bla_ESBL
158,193,CTX-M-1_Bla,CTX-M-34,no,yes,Bla___CTX-M-34___AY515297___1-876___876,CTX-M-34,Bla,AY515297,1-876,876,class A extended-spectrum beta-lactamase CTX-M-34,Bla_ESBL
159,193,CTX-M-1_Bla,CTX-M-36,no,yes,Bla___CTX-M-36___AB177384___1-876___876,CTX-M-36,Bla,AB177384,1-876,876,class A extended-spectrum beta-lactamase CTX-M-36,Bla_ESBL
160,193,CTX-M-1_Bla,CTX-M-37,no,yes,Bla___CTX-M-37___AY649755___18-893-876,CTX-M-37,Bla,AY649755,1641-2516,876,class A extended-spectrum beta-lactamase CTX-M-37,Bla_ESBL
161,193,CTX-M-1_Bla,CTX-M-38,no,yes,Bla___CTX-M-38___AY753197___1-876___876,CTX-M-38,Bla,AY753197,1-876,876,class A extended-spectrum beta-lactamase CTX-M-38,Bla_ESBL
162,193,CTX-M-1_Bla,CTX-M-42,no,yes,Bla___CTX-M-42___DQ061159___347-1222___876,CTX-M-42,Bla,DQ061159,347-1222,876,class A extended-spectrum beta-lactamase CTX-M-42,Bla_ESBL
163,193,CTX-M-1_Bla,CTX-M-52,no,yes,Bla___CTX-M-52___GU125667___1-876___876,CTX-M-52,Bla,GU125667,1-876,876,class A extended-spectrum beta-lactamase CTX-M-52,Bla_ESBL
164,193,CTX-M-1_Bla,CTX-M-53,no,yes,Bla___CTX-M-53___NC_011604___5892-6767___876,CTX-M-53,Bla,NC_011604,5892-6767,876,class A extended-spectrum beta-lactamase CTX-M-53,Bla_ESBL
165,193,CTX-M-1_Bla,CTX-M-54,no,yes,Bla___CTX-M-54___DQ303459___2175-3050___876,CTX-M-54,Bla,DQ303459,2175-3050,876,class A extended-spectrum beta-lactamase CTX-M-54,Bla_ESBL
166,193,CTX-M-1_Bla,CTX-M-55,no,yes,Bla___CTX-M-55___HM748991___321-1196___876,CTX-M-55,Bla,HM748991,321-1196,876,class A extended-spectrum beta-lactamase CTX-M-55,Bla_ESBL
167,193,CTX-M-1_Bla,CTX-M-57,no,yes,Bla___CTX-M-57___DQ810789___228-1103___876,CTX-M-57,Bla,DQ810789,228-1103,876,NA,NA
168,193,CTX-M-1_Bla,CTX-M-58,no,yes,Bla___CTX-M-58___HQ734707___1-876___876,CTX-M-58,Bla,HQ734707,1-876,876,class A extended-spectrum beta-lactamase CTX-M-58,Bla_ESBL
169,193,CTX-M-1_Bla,CTX-M-60,no,yes,Bla___CTX-M-60___AM411407___1-876___876,CTX-M-60,Bla,AM411407,1-876,876,class A extended-spectrum beta-lactamase CTX-M-60,Bla_ESBL
170,193,CTX-M-1_Bla,CTX-M-61,no,yes,Bla___CTX-M-61___GU125683___1-876___876,CTX-M-61,Bla,GU125683,1-876,876,class A extended-spectrum beta-lactamase CTX-M-61,Bla_ESBL
171,193,CTX-M-1_Bla,CTX-M-62,no,yes,Bla___CTX-M-62___GU125669___1-876___876,CTX-M-62,Bla,GU125669,1-876,876,class A extended-spectrum beta-lactamase CTX-M-62,Bla_ESBL
172,193,CTX-M-1_Bla,CTX-M-64,no,yes,Bla___CTX-M-64___GQ300937___269-1114___876,CTX-M-64,Bla,GQ300937,269-1114,876,class A extended-spectrum beta-lactamase CTX-M-64,Bla_ESBL
173,193,CTX-M-1_Bla,CTX-M-66,no,yes,Bla___CTX-M-66___EF576988___1-876___876,CTX-M-66,Bla,EF576988,1-876,876,class A extended-spectrum beta-lactamase CTX-M-66,Bla_ESBL
174,193,CTX-M-1_Bla,CTX-M-68,no,yes,Bla___CTX-M-68___EU177100___5-880___876,CTX-M-68,Bla,EU177100,5-880,876,class A extended-spectrum beta-lactamase CTX-M-68,Bla_ESBL
175,193,CTX-M-1_Bla,CTX-M-69,no,yes,Bla___CTX-M-69___EU402393___1-876___876,CTX-M-69,Bla,EU402393,1-876,876,class A extended-spectrum beta-lactamase CTX-M-69,Bla_ESBL
176,193,CTX-M-1_Bla,CTX-M-71,no,yes,Bla___CTX-M-71___FJ815436___196-1071___876,CTX-M-71,Bla,FJ815436,196-1071,876,class A extended-spectrum beta-lactamase CTX-M-71,Bla_ESBL
177,193,CTX-M-1_Bla,CTX-M-72,no,yes,Bla___CTX-M-72___AY847148___9-884___876,CTX-M-72,Bla,AY847148,9-884,876,class A extended-spectrum beta-lactamase CTX-M-72,Bla_ESBL
178,193,CTX-M-1_Bla,CTX-M-79,no,yes,Bla___CTX-M-79___GU125702___1-876___876,CTX-M-79,Bla,GU125702,1-876,876,class A extended-spectrum beta-lactamase CTX-M-79,Bla_ESBL
179,193,CTX-M-1_Bla,CTX-M-80,no,yes,Bla___CTX-M-80___EU202673___1-876___876,CTX-M-80,Bla,EU202673,1-876,876,class A extended-spectrum beta-lactamase CTX-M-80,Bla_ESBL
180,193,CTX-M-1_Bla,CTX-M-88,no,yes,Bla___CTX-M-88___FJ873739___1-876___876,CTX-M-88,Bla,FJ873739,1-876,876,class A extended-spectrum beta-lactamase CTX-M-88,Bla_ESBL
181,193,CTX-M-1_Bla,CTX-M-96,no,yes,Bla___CTX-M-96___AJ704396___1-876___876,CTX-M-96,Bla,AJ704396,1-876,876,class A extended-spectrum beta-lactamase CTX-M-96,Bla_ESBL
182,193,CTX-M-1_Bla,CTX-M-101,no,yes,Bla___CTX-M-101___HQ398214___250-1125___876,CTX-M-101,Bla,HQ398214,250-1125,876,class A extended-spectrum beta-lactamase CTX-M-101,Bla_ESBL
183,193,CTX-M-1_Bla,CTX-M-107,no,yes,Bla___CTX-M-107___JF274244___1-864___864,CTX-M-107,Bla,JF274244,1-864,864,class A extended-spectrum beta-lactamase CTX-M-107,Bla_ESBL
184,193,CTX-M-1_Bla,CTX-M-108,no,yes,Bla___CTX-M-108___JF274245___1-864___864,CTX-M-108,Bla,JF274245,1-864,864,class A extended-spectrum beta-lactamase CTX-M-108,Bla_ESBL
185,193,CTX-M-1_Bla,CTX-M-109,no,yes,Bla___CTX-M-109___JF274248___1-865___865,CTX-M-109,Bla,JF274248,1-865,865,class A extended-spectrum beta-lactamase CTX-M-109,Bla_ESBL
186,193,CTX-M-1_Bla,CTX-M-114,no,yes,Bla___CTX-M-114___GQ351346___1-876___876,CTX-M-114,Bla,GQ351346,1-876,876,class A extended-spectrum beta-lactamase CTX-M-114,Bla_ESBL
187,193,CTX-M-1_Bla,CTX-M-116,no,yes,Bla___CTX-M-116___JF966749___158-1033___876,CTX-M-116,Bla,JF966749,158-1033,876,class A extended-spectrum beta-lactamase CTX-M-116,Bla_ESBL
188,193,CTX-M-1_Bla,CTX-M-117,no,yes,Bla___CTX-M-117___JN227085___1-876___876,CTX-M-117,Bla,JN227085,1-876,876,class A extended-spectrum beta-lactamase CTX-M-117,Bla_ESBL
189,193,CTX-M-1_Bla,CTX-M-123,no,yes,Bla___CTX-M-123___JN790864___239-1114___876,CTX-M-123,Bla,JN790864,239-1114,876,class A extended-spectrum beta-lactamase CTX-M-123,Bla_ESBL
190,193,CTX-M-1_Bla,CTX-M-132,no,yes,Bla___CTX-M-132___JX313020___1-876___876,CTX-M-132,Bla,JX313020,1-876,876,class A extended-spectrum beta-lactamase CTX-M-132,Bla_ESBL
191,193,CTX-M-1_Bla,CTX-M-133,no,yes,Bla___CTX-M-133___AB185834___1-876___876,CTX-M-133,Bla,AB185834,1-876,876,NA,NA
192,193,CTX-M-1_Bla,CTX-M-136,no,yes,Bla___CTX-M-136___KC351754___158-1033___876,CTX-M-136,Bla,KC351754,158-1033,876,class A extended-spectrum beta-lactamase CTX-M-136,Bla_ESBL
193,193,CTX-M-1_Bla,CTX-M-139,no,yes,Bla___CTX-M-139___KC107824___1-876___876,CTX-M-139,Bla,KC107824,1-876,876,class A extended-spectrum beta-lactamase CTX-M-139,Bla_ESBL
194,192,OXY_Bla,OXY1-1,yes,no,Bla___OXY1-1___Z30177___349-1224___876,OXY1-1,Bla,Z30177,349-1224,876,NA,NA
195,192,OXY_Bla,OXY1-2,yes,no,Bla___OXY1-2___AJ871865___1-876___876,OXY1-2,Bla,AJ871865,1-876,876,NA,NA
196,192,OXY_Bla,OXY1-3,yes,no,Bla___OXY1-3___AY077482___162-1037___876,OXY1-3,Bla,AY077482,162-1037,876,NA,NA
197,192,OXY_Bla,OXY1-4,yes,no,Bla___OXY1-4___AY077483___183-1055___873,OXY1-4,Bla,AY077483,183-1055,873,NA,NA
198,192,OXY_Bla,OXY1-5,yes,no,Bla___OXY1-5___AY077483___181-1056___876,OXY1-5,Bla,AY077483,181-1056,876,NA,NA
199,192,OXY_Bla,OXY1a,yes,no,Bla___OXY1a___Y17715___147-1022___876,OXY1a,Bla,Y17715,147-1022,876,NA,NA
200,192,OXY_Bla,OXY2-1,yes,no,Bla___OXY2-1___AJ871866___1-873___873,OXY2-1,Bla,AJ871866,1-873,873,NA,NA
201,192,OXY_Bla,OXY2-2,yes,no,Bla___OXY2-2___AJ871867___1-873___873,OXY2-2,Bla,AJ871867,1-873,873,NA,NA
202,192,OXY_Bla,OXY2-3,yes,no,Bla___OXY2-3___AY077488___162-1031___870,OXY2-3,Bla,AY077488,162-1031,870,NA,NA
203,192,OXY_Bla,OXY2-4,yes,no,Bla___OXY2-4___AY17714___147-1016___870,OXY2-4,Bla,AY17714,147-1016,870,NA,NA
204,192,OXY_Bla,OXY2-5,yes,no,Bla___OXY2-5___AY077487.2|___180-1049___870,OXY2-5,Bla,AY077487.2|,180-1049,870,NA,NA
205,192,OXY_Bla,OXY2-6,yes,no,Bla___OXY2-6___AY077485___184-1056___870,OXY2-6,Bla,AY077485,184-1056,870,NA,NA
206,192,OXY_Bla,OXY2-7,yes,no,Bla___OXY2-7___Z49084___312-1184___873,OXY2-7,Bla,Z49084,312-1184,873,NA,NA
207,192,OXY_Bla,OXY2-8,yes,no,Bla___OXY2-8___AY055205___182-1054___873,OXY2-8,Bla,AY055205,182-1054,873,NA,NA
208,192,OXY_Bla,OXY2-9,yes,no,Bla___OXY2-9___FJ785625___132-1001___870,OXY2-9,Bla,FJ785625,132-1001,870,NA,NA
209,192,OXY_Bla,OXY2-10,yes,no,Bla___OXY2-10___FJ785626___132-1004___873,OXY2-10,Bla,FJ785626,132-1004,873,NA,NA
210,192,OXY_Bla,OXY3-1,yes,no,Bla___OXY3-1___AF491278___184-1050___867,OXY3-1,Bla,AF491278,184-1050,867,NA,NA
211,192,OXY_Bla,OXY4-1,yes,no,Bla___OXY4-1___AY077481___125-1058___934,OXY4-1,Bla,AY077481,125-1058,934,NA,NA
212,192,OXY_Bla,OXY5-1,yes,no,Bla___OXY5-1___AJ871868___1-873___873,OXY5-1,Bla,AJ871868,1-873,873,NA,NA
213,192,OXY_Bla,OXY5-2,yes,no,Bla___OXY5-2___AJ871871___1-873___873,OXY5-2,Bla,AJ871871,1-873,873,NA,NA
214,192,OXY_Bla,OXY6-1,yes,no,Bla___OXY6-1___AJ871873___1-876___876,OXY6-1,Bla,AJ871873,1-876,876,NA,NA
215,192,OXY_Bla,OXY6-2,yes,no,Bla___OXY6-2___AJ871875___1-873___873,OXY6-2,Bla,AJ871875,1-873,873,NA,NA
216,192,OXY_Bla,OXY6-3,yes,no,Bla___OXY6-3___AJ871876___1-876___876,OXY6-3,Bla,AJ871876,1-876,876,NA,NA
217,192,OXY_Bla,OXY6-4,yes,no,Bla___OXY6-4___AJ871877___1-873___873,OXY6-4,Bla,AJ871877,1-873,873,NA,NA
218,270,OXA-20_Bla,OXA-20,no,yes,Bla___OXA-20___AF024602___1238-2038___801,OXA-20,Bla,AF024602,1238-2038,801,oxacillin-hydrolyzing class D beta-lactamase OXA-20,Bla
219,270,OXA-20_Bla,OXA-37,no,yes,Bla___OXA-37___AY007784___1123-1923___801,OXA-37,Bla,AY007784,1123-1923,801,oxacillin-hydrolyzing class D beta-lactamase OXA-37,Bla
220,271,OXA-29_Bla,OXA-29,no,yes,Bla___OXA-29___AJ400619___34-834___801,OXA-29,Bla,AJ400619,34-834,801,oxacillin-hydrolyzing class D beta-lactamase OXA-29,Bla
221,272,VIM-1_Bla,VIM-1,no,yes,Bla___VIM-1___GU724868___1023-1823___801,VIM-1,Bla,GU724868,1023-1823,801,carbapenem-hydrolyzing metallo-beta-lactamase VIM-1,Bla_Carb
222,272,VIM-1_Bla,VIM-2,no,yes,Bla___VIM-2___AY884050___551-1351___801,VIM-2,Bla,AY884050,551-1351,801,carbapenem-hydrolyzing metallo-beta-lactamase VIM-2,Bla_Carb
