clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters
269,OXA-145__1528,Bla,OXA-7,OXA-145,1528,FJ790516,1288-2085,798,no,no
269,OXA-147__1529,Bla,OXA-7,OXA-147,1529,FJ848783,1271-2071,801,no,no
269,OXA-16__1519,Bla,OXA-7,OXA-16,1519,AF043100,1-775,775,no,no
269,OXA-17__1520,Bla,OXA-7,OXA-17,1520,DQ902344,2717-3517,801,no,no
269,OXA-183__1530,Bla,OXA-7,OXA-183,1530,HQ111474,1057-1857,801,no,no
269,OXA-19__1521,Bla,OXA-7,OXA-19,1521,FJ906752,1236-2036,801,no,no
269,OXA-240__1531,Bla,OXA-7,OXA-240,1531,JX089628,1-801,801,no,no
269,OXA-251__1532,Bla,OXA-7,OXA-251,1532,JN118546,1762-2562,801,no,no
269,OXA-256__1533,Bla,OXA-7,OXA-256,1533,HE616889,1827-2627,801,no,no
269,OXA-28__1522,Bla,OXA-7,OXA-28,1522,FJ374756,1337-2137,801,no,no
269,OXA-35__1523,Bla,OXA-7,OXA-35,1523,FJ957893,1271-2071,801,no,no
269,OXA-56__1524,Bla,OXA-7,OXA-56,1524,DQ914960,2239-3039,801,no,no
269,OXA-7__1514,Bla,OXA-7,OXA-7,1514,X75562,135-935,801,no,no
269,OXA-74__1525,Bla,OXA-7,OXA-74,1525,AJ854182,1-801,801,no,no
270,OXA-20__218,Bla,OXA-20,OXA-20,218,AF024602,1238-2038,801,no,no
270,OXA-37__219,Bla,OXA-20,OXA-37,219,AY007784,1123-1923,801,no,no
271,OXA-29__220,Bla,OXA-29,OXA-29,220,AJ400619,34-834,801,no,no
272,VIM-1__221,Bla,VIM-1,VIM-1,221,Y18050,3225-4025,801,no,no
272,VIM-10__229,Bla,VIM-1,VIM-10,229,AY524989,1-801,801,no,no
272,VIM-11__230,Bla,VIM-1,VIM-11,230,EF116550,128-928,801,no,no
272,VIM-12__231,Bla,VIM-1,VIM-12,231,DQ143913,1775-2575,801,no,no
272,VIM-13__232,Bla,VIM-1,VIM-13,232,DQ365886,1-801,801,no,no
272,VIM-14__233,Bla,VIM-1,VIM-14,233,EF055455,1-801,801,no,no
272,VIM-15__234,Bla,VIM-1,VIM-15,234,EU419745,1-801,801,no,no
272,VIM-16__235,Bla,VIM-1,VIM-16,235,EU419746,1-801,801,no,no
272,VIM-17__236,Bla,VIM-1,VIM-17,236,EU118148,1011-1811,801,no,no
272,VIM-18__237,Bla,VIM-1,VIM-18,237,AM778091,27-815,789,no,no
272,VIM-19__238,Bla,VIM-1,VIM-19,238,FJ915116,1-801,801,no,no
272,VIM-2__222,Bla,VIM-1,VIM-2,222,EF614235,2949-3749,801,no,no
272,VIM-20__239,Bla,VIM-1,VIM-20,239,GQ414736,1-801,801,no,no
272,VIM-23__240,Bla,VIM-1,VIM-23,240,GQ242167,1-801,801,no,no
272,VIM-24__241,Bla,VIM-1,VIM-24,241,HM855205,1-801,801,no,no
272,VIM-25__242,Bla,VIM-1,VIM-25,242,HM750249,91-891,801,no,no
272,VIM-26__243,Bla,VIM-1,VIM-26,243,FR748153,260-1060,801,no,no
272,VIM-27__244,Bla,VIM-1,VIM-27,244,HQ858608,1-801,801,no,no
272,VIM-28__245,Bla,VIM-1,VIM-28,245,JF900599,1-801,801,no,no
272,VIM-29__246,Bla,VIM-1,VIM-29,246,JX311308,1-801,801,no,no
272,VIM-3__223,Bla,VIM-1,VIM-3,223,GU966683,80-880,801,no,no
272,VIM-30__247,Bla,VIM-1,VIM-30,247,JN129451,88-888,801,no,no
272,VIM-31__248,Bla,VIM-1,VIM-31,248,JN982330,246-1046,801,no,no
272,VIM-32__249,Bla,VIM-1,VIM-32,249,JN676230,1550-2350,801,no,no
272,VIM-33__250,Bla,VIM-1,VIM-33,250,JX258134,1-801,801,no,no
272,VIM-34__251,Bla,VIM-1,VIM-34,251,JX013656,1-801,801,no,no
272,VIM-35__252,Bla,VIM-1,VIM-35,252,JX982634,1-801,801,no,no
272,VIM-36__253,Bla,VIM-1,VIM-36,253,JX982635,1-801,801,no,no
272,VIM-37__254,Bla,VIM-1,VIM-37,254,JX982636,1-801,801,no,no
272,VIM-38__255,Bla,VIM-1,VIM-38,255,KC469971,1-801,801,no,no
272,VIM-4__224,Bla,VIM-1,VIM-4,224,JF905459,707-1507,801,no,no
272,VIM-5__225,Bla,VIM-1,VIM-5,225,DQ023222,1316-2116,801,no,no
272,VIM-6__226,Bla,VIM-1,VIM-6,226,AY165025,1-801,801,no,no
272,VIM-8__227,Bla,VIM-1,VIM-8,227,AY524987,1-801,801,no,no
272,VIM-9__228,Bla,VIM-1,VIM-9,228,AY524988,1-801,801,no,no
273,Erm35__256,MLS,Erm35,Erm35,256,AF319779,33-833,801,no,no
274,ErmF__257,MLS,ErmF,ErmF,257,M14730,241-1041,801,no,no
275,OXA-162__260,Bla,OXA-48,OXA-162,260,GU197550,1-798,798,no,no
275,OXA-163__261,Bla,OXA-48,OXA-163,261,HQ700343,1-786,786,no,no
275,OXA-181__262,Bla,OXA-48,OXA-181,262,HM992946,1-798,798,no,no
275,OXA-204__263,Bla,OXA-48,OXA-204,263,JQ809466,5375-6172,798,no,no
275,OXA-244__264,Bla,OXA-48,OXA-244,264,JX438000,1-798,798,no,no
275,OXA-245__265,Bla,OXA-48,OXA-245,265,JX438001,1-798,798,no,no
275,OXA-247__266,Bla,OXA-48,OXA-247,266,JX893517,1-786,786,no,no
275,OXA-48__258,Bla,OXA-48,OXA-48,258,AY236073,2188-2985,798,no,no
275,OXA-54__259,Bla,OXA-48,OXA-54,259,AY500137,1-798,798,no,no
276,VIM-7__267,Bla,VIM-7,VIM-7,267,AJ536835,150-947,798,no,no
277,Aph3-III__268,AGly,Aph3-III,Aph3-III,268,X92945,39505-40299,795,no,no
278,Aph3-Vb__269,AGly,Aph3-Vb,Aph3-Vb,269,M22126,373-1164,792,no,no
278,Aph3-Vc__270,AGly,Aph3-Vb,Aph3-Vc,270,S81599,282-1076,795,no,no
279,AphA15__271,AGly,AphA15,AphA15,271,Y18050,4758-5552,795,no,no
280,RmtG__1493,AGly,RmtG,RmtG,1493,JX486113,1-795,795,no,no
281,AphA2__1492,AGly,AphA2,AphA2,1492,X57709,1-795,795,no,no
282,OXA-12__1495,Bla,OXA-12,OXA-12,1495,U10251,181-975,795,no,no
283,OXA-45__1494,Bla,OXA-45,OXA-45,1494,AM849110,2553-3347,795,no,no
284,SulIII__1498,Sul,SulIII,SulIII,1498,HQ875016,8187-7396,792,no,no
285,AadA4__1496,AGly,AadA4-5,AadA4,1496,Z50802,1306-2094,789,no,no
285,AadA5__1497,AGly,AadA4-5,AadA5,1497,KR091911,9280-8492,789,no,no
286,Aph3-IV__1500,AGly,Aph3-IV,Aph3-IV,1500,X03364,277-1065,789,no,no
287,OXA-50__1499,Bla,OXA-50,OXA-50,1499,AM117128,1-789,789,no,no
288,OXA-198__1490,Bla,OXA-198,OXA-198,1490,HQ634775,3013-3801,789,no,no
289,Aac3-Iva__1489,AGly,Aac3-Iva,Aac3-Iva,1489,X01385,244-1029,786,no,no
290,AadA14__72,AGly,AadA14,AadA14,72,AJ884726,1325-540,786,no,no
291,Spc__73,AGly,Spc,Spc,73,X03216,3643-4425,783,no,no
292,LCR-1__70,Bla,LCR,LCR-1,70,X56809,112-894,783,no,no
292,Nps1__69,Bla,LCR,Nps1,69,AY027589,46-828,783,no,no
293,ErmO__71,MLS,ErmO,ErmO,71,M74717,40-822,783,no,no
294,Aph3-VIb__67,AGly,AphA6,Aph3-VIb,67,AJ627643,4934-5713,780,no,no
294,AphA6__66,AGly,AphA6,AphA6,66,JF949760,695-1474,780,no,no
295,RmtF__68,AGly,RmtF,RmtF,68,JQ808129,1599-2378,780,no,no
296,ErmV__64,MLS,ErmV,ErmV,64,U59450,397-1176,780,no,no
297,ArmA__65,AGly,ArmA,ArmA,65,AY220558,1978-2751,774,no,no
298,ErmQ__62,MLS,ErmQ,ErmQ,62,L22689,262-1035,774,no,no
299,AadD__63,AGly,AadD,AadD,63,AF181950,3176-3946,771,no,no
300,Ant4-Ib__1581,AGly,Ant4-Ib,Ant4-Ib,1581,AJ506108,209-979,771,no,no
301,Aad9__1582,AGly,Aad9,Aad9,1582,M69221,271-1038,768,no,no
302,CEPH-A3__1583,Bla,CEPH,CEPH-A3,1583,AY112998,197-961,765,no,no
302,CphA__1586,Bla,CEPH,CphA,1586,AY261378,1-765,765,no,no
302,CphA4__1587,Bla,CEPH,CphA4,1587,AY227050,131-895,765,no,no
302,CphA5__1588,Bla,CEPH,CphA5,1588,AY227051,1-765,765,no,no
302,CphA6__1589,Bla,CEPH,CphA6,1589,AY227052,1-765,765,no,no
302,CphA7__1590,Bla,CEPH,CphA7,1590,AY227053,1-765,765,no,no
302,CphA8__1591,Bla,CEPH,CphA8,1591,AY261375,1-765,765,no,no
302,IMIH__1585,Bla,CEPH,IMIH,1585,AJ548797,924-1688,765,no,no
302,IMIS__1584,Bla,CEPH,IMIS,1584,Y10415,126-893,768,no,no
303,Aph3''Ic__1592,AGly,Aph3''Ic,Aph3''Ic,1592,DQ336355,603-1367,765,no,no
304,OXA-85__1593,Bla,OXA-85,OXA-85,1593,AY227054,1-765,765,no,no
305,Ant4-IIa__1594,AGly,Ant4-IIa,Ant4-IIa,1594,M98270,145-903,759,no,no
306,RmtH__1595,AGly,RmtH,RmtH,1595,KC544262,666-1424,759,no,no
307,Ant4-IIb__1596,AGly,Ant4-IIb,Ant4-IIb,1596,AY114142,1061-1816,756,no,no
308,RmtA__1579,AGly,RmtA,RmtA,1579,AB120321,6677-7432,756,no,no
309,RmtB__1580,AGly,RmtB,RmtB,1580,AB263754,2843-3598,756,no,no
310,DIM-1__1139,Bla,DIM-1,DIM-1,1139,GU323019,1-756,756,no,no
311,Erm40__1138,MLS,Erm40,Erm40,1138,AY570506,2035-2790,756,no,no
312,Aph3-VIIa__1137,AGly,Aph3-VIIa,Aph3-VIIa,1137,M29953,296-1048,753,no,no
313,GIM-1__1136,Bla,GIM-1,GIM-1,1136,JF414726,394-1146,753,no,no
314,B-1__1159,Bla,B-1,B-1,1159,AF189298,1-750,750,no,no
314,B-10__1167,Bla,B-1,B-10,1167,AY348325,1-747,747,no,no
314,B-11__1168,Bla,B-1,B-11,1168,AY348326,1-750,750,no,no
314,B-12__1169,Bla,B-1,B-12,1169,EF595958,1-750,750,no,no
314,B-13__1170,Bla,B-1,B-13,1170,EF595959,1-750,750,no,no
314,B-14__1171,Bla,B-1,B-14,1171,JN635697,973-1719,747,no,no
314,B-2__1160,Bla,B-1,B-2,1160,AF189300,1-750,750,no,no
314,B-3__1161,Bla,B-1,B-3,1161,AF162284,1-750,750,no,no
314,B-5__1162,Bla,B-1,B-5,1162,AF189303,1-750,750,no,no
314,B-6__1163,Bla,B-1,B-6,1163,AF189302,1-747,747,no,no
314,B-7__1164,Bla,B-1,B-7,1164,AF189304,1-747,747,no,no
314,B-8__1165,Bla,B-1,B-8,1165,AF189305,1-747,747,no,no
314,B-9__1166,Bla,B-1,B-9,1166,AY348324,1-746,746,no,no
315,CfiA1__1142,Bla,CfiA,CfiA1,1142,AB087225,1-750,750,no,no
315,CfiA10__1151,Bla,CfiA,CfiA10,1151,AB087227,1-750,750,no,no
315,CfiA13__1154,Bla,CfiA,CfiA13,1154,FM200787,3-752,750,no,no
315,CfiA14__1155,Bla,CfiA,CfiA14,1155,FM200789,162-911,750,no,no
315,CfiA15__1156,Bla,CfiA,CfiA15,1156,AF429432,1501-2250,750,no,no
315,CfiA2__1143,Bla,CfiA,CfiA2,1143,AB087226,1-750,750,no,no
315,CfiA3__1144,Bla,CfiA,CfiA3,1144,AB087228,1-750,750,no,no
315,CfiA4__1145,Bla,CfiA,CfiA4,1145,AB087229,1-750,750,no,no
315,CfiA6__1147,Bla,CfiA,CfiA6,1147,AB087231,1-750,750,no,no
315,CfiA8__1149,Bla,CfiA,CfiA8,1149,AB087233,1-750,750,no,no
315,CfiA9__1150,Bla,CfiA,CfiA9,1150,AB087234,1-750,750,no,no
316,TUS-1__1141,Bla,TUS-1,TUS-1,1141,AF441287,261-1007,747,no,no
317,JOHN-1__1140,Bla,JOHN-1,JOHN-1,1140,CP000685,4163958-4163212,747,no,no
318,IMP-1__1097,Bla,IMP-1,IMP-1,1097,HM036079,114-854,741,no,no
318,IMP-10__1106,Bla,IMP-1,IMP-10,1106,AJ420864,156-896,741,no,no
318,IMP-11__1107,Bla,IMP-1,IMP-11,1107,AB074436,17-754,738,no,no
318,IMP-13__1108,Bla,IMP-1,IMP-13,1108,JN091097,261-1001,741,no,no
318,IMP-14__1109,Bla,IMP-1,IMP-14,1109,AY553332,114-854,741,no,no
318,IMP-15__1110,Bla,IMP-1,IMP-15,1110,AY553333,114-854,741,no,no
318,IMP-16__1111,Bla,IMP-1,IMP-16,1111,AJ584652,1044-1784,741,no,no
318,IMP-18__1112,Bla,IMP-1,IMP-18,1112,AB587676,1366-2106,741,no,no
318,IMP-19__1113,Bla,IMP-1,IMP-19,1113,AB201265,1-741,741,no,no
318,IMP-2__1098,Bla,IMP-1,IMP-2,1098,AB182996,1-741,741,no,no
318,IMP-20__1114,Bla,IMP-1,IMP-20,1114,AB196988,1-741,741,no,no
318,IMP-21__1115,Bla,IMP-1,IMP-21,1115,AB204557,1-738,738,no,no
318,IMP-22__1116,Bla,IMP-1,IMP-22,1116,FM876313,116-856,741,no,no
318,IMP-24__1117,Bla,IMP-1,IMP-24,1117,EF192154,1-741,741,no,no
318,IMP-25__1118,Bla,IMP-1,IMP-25,1118,EU352796,1-738,738,no,no
318,IMP-26__1119,Bla,IMP-1,IMP-26,1119,GU045307,101-841,741,no,no
318,IMP-27__1120,Bla,IMP-1,IMP-27,1120,JF894248,1-741,741,no,no
318,IMP-28__1121,Bla,IMP-1,IMP-28,1121,HQ263342,1-741,741,no,no
318,IMP-29__1122,Bla,IMP-1,IMP-29,1122,HQ438058,1-741,741,no,no
318,IMP-3__1099,Bla,IMP-1,IMP-3,1099,AB010417,1-741,741,no,no
318,IMP-30__1123,Bla,IMP-1,IMP-30,1123,HQ875573,1-741,741,no,no
318,IMP-32__1124,Bla,IMP-1,IMP-32,1124,JQ002629,114-854,741,no,no
318,IMP-33__1125,Bla,IMP-1,IMP-33,1125,JN848782,1828-2568,741,no,no
318,IMP-34__1126,Bla,IMP-1,IMP-34,1126,AB715422,27226-27966,741,no,no
318,IMP-35__1127,Bla,IMP-1,IMP-35,1127,JF816544,1-741,741,no,no
318,IMP-37__1128,Bla,IMP-1,IMP-37,1128,JX131372,97-843,747,no,no
318,IMP-39__1130,Bla,IMP-1,IMP-39,1130,D50438,1195-1935,741,no,no
318,IMP-4__1100,Bla,IMP-1,IMP-4,1100,AF244145,1-741,741,no,no
318,IMP-40__1131,Bla,IMP-1,IMP-40,1131,AB753457,1-741,741,no,no
318,IMP-41__1132,Bla,IMP-1,IMP-41,1132,AB753458,1-738,738,no,no
318,IMP-42__1133,Bla,IMP-1,IMP-42,1133,AB753456,1-741,741,no,no
318,IMP-43__1134,Bla,IMP-1,IMP-43,1134,AB777500,2035-2775,741,no,no
318,IMP-44__1135,Bla,IMP-1,IMP-44,1135,AB777501,1399-2136,738,no,no
318,IMP-5__1101,Bla,IMP-1,IMP-5,1101,AF290912,1-741,741,no,no
318,IMP-6__1102,Bla,IMP-1,IMP-6,1102,AB616660,5191-5931,741,no,no
318,IMP-7__1103,Bla,IMP-1,IMP-7,1103,AY625685,1-741,741,no,no
318,IMP-8__1104,Bla,IMP-1,IMP-8,1104,HQ651093,3019-3759,741,no,no
318,IMP-9__1105,Bla,IMP-1,IMP-9,1105,HM106459,3-740,738,no,no
319,RmtD__1095,AGly,RmtD,RmtD,1095,DQ914960,9632-8889,744,no,no
319,RmtD2__1096,AGly,RmtD,RmtD2,1096,HQ401565,14882-14139,744,no,no
320,MUS-1__842,Bla,MUS-1,MUS-1,842,AF441286,225-965,741,no,no
321,SIM-1__843,Bla,SIM-1,SIM-1,843,GQ288397,1-741,741,no,no
322,Erm39__840,MLS,Erm39,Erm39,840,AY487229,2153-2893,741,no,no
323,ErmB__841,MLS,ErmB,ErmB,841,M11180,714-1451,738,no,no
324,ErmC__853,MLS,ErmC,ErmC,853,M19652,1722-988,735,no,no
324,ErmT__854,MLS,ErmC,ErmT,854,M64090,168-902,735,no,no
325,ErmG__855,MLS,ErmG,ErmG,855,M15332,672-1406,735,no,no
326,ErmY__844,MLS,ErmY,ErmY,844,AB014481,556-1290,735,no,no
327,IND-11__849,Bla,IND,IND-11,849,HM245379,57-788,732,no,no
327,IND-12__850,Bla,IND,IND-12,850,HM245380,28-759,732,no,no
327,IND-15__852,Bla,IND,IND-15,852,AB563173,33-764,732,no,no
327,IND-2__845,Bla,IND,IND-2,845,EF394439,1-732,732,no,no
327,IND-2b__847,Bla,IND,IND-2b,847,EF672681,1-732,732,no,no
327,IND-2c__848,Bla,IND,IND-2c,848,GU186042,57-788,732,no,no
327,IND-13__846,Bla,IND,IND-13,846,HM245381,57-788,732,no,no
328,Erm33__856,MLS,ErmA,Erm33,856,AJ579365,9898-10629,732,no,no
328,ErmA__857,MLS,ErmA,ErmA,857,X03216,5282-4551,732,no,no
329,IND-4__858,Bla,IND-4,IND-4,858,AF219135,1-729,729,no,no
330,CGB-1__332,Bla,CGB-1,CGB-1,332,EF672680,1-729,729,no,no
331,KHM-1__331,Bla,KHM-1,KHM-1,331,AB364006,62-787,726,no,no
332,IND-1__334,Bla,IND-1,IND-1,334,EF394436,1-720,720,no,no
332,IND-10__341,Bla,IND-1,IND-10,341,GU206353,19-738,720,no,no
332,IND-14__342,Bla,IND-1,IND-14,342,HM367709,8-727,720,no,no
332,IND-3__335,Bla,IND-1,IND-3,335,AF219133,1-720,720,no,no
332,IND-5__336,Bla,IND-1,IND-5,336,AY504627,1-720,720,no,no
332,IND-6__337,Bla,IND-1,IND-6,337,AM087455,292-1011,720,no,no
332,IND-7__338,Bla,IND-1,IND-7,338,AB529520,1-720,720,no,no
332,IND-8__339,Bla,IND-1,IND-8,339,GU186044,40-759,720,no,no
332,IND-9__340,Bla,IND-1,IND-9,340,GU186045,35-754,720,no,no
333,EBR-1__333,Bla,EBR-1,EBR-1,333,AF416700,57-764,708,no,no
334,VanY-M__328,Gly,VanY-M,VanY-M,328,FJ349556,3057-3758,702,no,no
335,VanR-M__327,Gly,VanR-M,VanR-M,327,FJ349556,982-1680,699,no,no
336,VanR-D__330,Gly,VanR-D,VanR-D,330,AY082011,1-699,699,no,no
337,Mbl__329,Bla,Mbl,Mbl,329,NC_010410,1997136-1996441,696,no,no
338,VanR-F__326,Gly,VanR-F,VanR-F,326,AF155139,1512-2207,696,no,no
339,VanR-L__325,Gly,VanR-L,VanR-L,325,EU250284,4731-5426,696,no,no
340,VanRc3__52,Gly,VanRc,VanRc3,52,AY033764,3846-4541,696,no,no
340,VanRc4__53,Gly,VanRc,VanRc4,53,EU151753,3848-4543,696,no,no
341,VanR-A__54,Gly,VanR-A,VanR-A,54,M97297,3976-4671,696,no,no
341,VanR-Pt__55,Gly,VanR-A,VanR-Pt,55,DQ018711,1-696,696,no,no
341,VanR-Pt2__56,Gly,VanR-A,VanR-Pt2,56,AY926880,718-1413,696,no,no
342,VanR-C__57,Gly,VanR-C,VanR-C,57,DQ022190,3987-4682,696,no,no
343,CatA10__59,Phe,CatA10,CatA10,59,AY238971,1055-1741,687,no,no
344,QnrB1__1,Flq,QnrB,QnrB1,1,DQ351241,1-681,681,no,no
344,QnrB10__2,Flq,QnrB,QnrB10,2,EF636461,12267-11587,681,no,no
344,QnrB12__4,Flq,QnrB,QnrB12,4,AM774474,2432-3079,648,no,no
344,QnrB13__5,Flq,QnrB,QnrB13,5,EU273756,1-681,681,no,no
344,QnrB14__6,Flq,QnrB,QnrB14,6,EU273757,1-681,681,no,no
344,QnrB15__7,Flq,QnrB,QnrB15,7,EU302865,1-681,681,no,no
344,QnrB17__8,Flq,QnrB,QnrB17,8,AM919398,1-681,681,no,no
344,QnrB18__9,Flq,QnrB,QnrB18,9,AM919399,1-681,681,no,no
344,QnrB19__10,Flq,QnrB,QnrB19,10,EU432277,1-645,645,no,no
344,QnrB2__11,Flq,QnrB,QnrB2,11,DQ351242,1-645,645,no,no
344,QnrB20__12,Flq,QnrB,QnrB20,12,AB379831,1-681,681,no,no
344,QnrB21__13,Flq,QnrB,QnrB21,13,FJ611948,1-645,645,no,no
344,QnrB22__14,Flq,QnrB,QnrB22,14,FJ981621,1-648,648,no,no
344,QnrB23__15,Flq,QnrB,QnrB23,15,FJ981622,1-681,681,no,no
344,QnrB24__16,Flq,QnrB,QnrB24,16,HM192542,1-681,681,no,no
344,QnrB25__17,Flq,QnrB,QnrB25,17,HQ172108,1-645,645,no,no
344,QnrB26__18,Flq,QnrB,QnrB26,18,HQ386846,1-681,681,no,no
344,QnrB27__19,Flq,QnrB,QnrB27,19,HM439641,1-645,645,no,no
344,QnrB28__20,Flq,QnrB,QnrB28,20,HM439643,1-645,645,no,no
344,QnrB29__21,Flq,QnrB,QnrB29,21,HM439649,1-681,681,no,no
344,QnrB3__22,Flq,QnrB,QnrB3,22,DQ303920,1-681,681,no,no
344,QnrB30__23,Flq,QnrB,QnrB30,23,HM439650,1-681,681,no,no
344,QnrB31__24,Flq,QnrB,QnrB31,24,HQ418999,1-681,681,no,no
344,QnrB32__25,Flq,QnrB,QnrB32,25,JN173054,1-681,681,no,no
344,QnrB33__26,Flq,QnrB,QnrB33,26,JN173055,36-680,645,no,no
344,QnrB34__27,Flq,QnrB,QnrB34,27,JN173056,36-683,648,no,no
344,QnrB35__28,Flq,QnrB,QnrB35,28,JN173057,2307-2951,645,no,no
344,QnrB36__29,Flq,QnrB,QnrB36,29,JN173058,37-681,645,no,no
344,QnrB37__30,Flq,QnrB,QnrB37,30,JN173059,36-680,645,no,no
344,QnrB38__31,Flq,QnrB,QnrB38,31,JN173060,2307-2951,645,no,no
344,QnrB4__32,Flq,QnrB,QnrB4,32,DQ303921,1-648,648,no,no
344,QnrB40__33,Flq,QnrB,QnrB40,33,JN166689,1-660,660,no,no
344,QnrB41__34,Flq,QnrB,QnrB41,34,JN166690,1-681,681,no,no
344,QnrB42__35,Flq,QnrB,QnrB42,35,JN680743,1-645,645,no,no
344,QnrB43__36,Flq,QnrB,QnrB43,36,JQ349151,1-680,680,no,no
344,QnrB44__37,Flq,QnrB,QnrB44,37,JQ349153,1-680,680,no,no
344,QnrB45__38,Flq,QnrB,QnrB45,38,JQ349152,1-680,680,no,no
344,QnrB46__39,Flq,QnrB,QnrB46,39,JQ349154,1-680,680,no,no
344,QnrB47__40,Flq,QnrB,QnrB47,40,JQ349155,1-680,680,no,no
344,QnrB48__41,Flq,QnrB,QnrB48,41,JQ762640,37-681,645,no,no
344,QnrB49__42,Flq,QnrB,QnrB49,42,JQ582718,1-681,681,no,no
344,QnrB5__44,Flq,QnrB,QnrB5,44,DQ303919,1-681,681,no,no
344,QnrB53__43,Flq,QnrB,QnrB53,43,HQ704413,1-681,681,no,no
344,QnrB6__45,Flq,QnrB,QnrB6,45,EF520349,1-681,681,no,no
344,QnrB7__46,Flq,QnrB,QnrB7,46,EU043311,1-645,645,no,no
344,QnrB8__47,Flq,QnrB,QnrB8,47,EU043312,1-645,645,no,no
344,QnrB9__3,Flq,QnrB,QnrB9,3,EF653270,1-648,648,no,no
345,VanX-Pt__343,Gly,VanX,VanX-Pt,343,DQ018710,7107-7715,609,yes,no
345,VanXE-Pp__344,Gly,VanX,VanXE-Pp,344,AF155139,6977-7648,672,yes,no
346,QnrC__50,Flq,QnrC,QnrC,50,EU917444,1717-2382,666,no,no
347,VatF__51,MLS,VatF,VatF,51,AF170730,70-735,666,no,no
348,Cat-86__60,Phe,Cat-86,Cat-86,60,K00544,145-807,663,no,no
349,NpmA__61,AGly,NpmA,NpmA,61,AB261016,91164-91823,660,no,no
350,VanR-B__1472,Gly,VanR-B,VanR-B,1472,AY655721,69-728,660,no,no
351,VatA__1471,MLS,VatA,VatA,1471,L07778,258-917,660,no,no
352,CatA1__1470,Phe,CatA1,CatA1,1470,V00622,244-903,660,no,no
353,CatB__1469,Phe,CatB,CatB,1469,M93113,145-804,660,no,no
354,CatQ__1468,Phe,CatQ,CatQ,1468,M55620,459-1118,660,no,no
355,Qnr-A1__1461,Flq,Qnr-A,Qnr-A1,1461,AY070235,303-959,657,no,no
355,Qnr-A2__1462,Flq,Qnr-A,Qnr-A2,1462,AY675584,1-657,657,no,no
355,QnrA3__1463,Flq,Qnr-A,QnrA3,1463,DQ058661,1-657,657,no,no
355,QnrA4__1464,Flq,Qnr-A,QnrA4,1464,DQ058662,1-657,657,no,no
355,QnrA5__1465,Flq,Qnr-A,QnrA5,1465,DQ058663,1-657,657,no,no
355,QnrA6__1466,Flq,Qnr-A,QnrA6,1466,DQ151889,1-657,657,no,no
355,QnrA7__1467,Flq,Qnr-A,QnrA7,1467,GQ463707,1-657,657,no,no
356,Qnr-AS__1460,Flq,Qnr-AS,Qnr-AS,1460,FM178379,1700140-1699484,657,no,no
357,Qnr-S1__1455,Flq,Qnr-S,Qnr-S1,1455,HF545434,62361-63017,657,no,no
357,Qnr-S5__1459,Flq,Qnr-S,Qnr-S5,1459,HQ631377,1-657,657,no,no
357,QnrS__1458,Flq,Qnr-S,QnrS,1458,FJ418153,1-657,657,no,no
357,QnrS2__1456,Flq,Qnr-S,QnrS2,1456,DQ485530,1-657,657,no,no
357,QnrS3__1457,Flq,Qnr-S,QnrS3,1457,EU077611,1-656,656,no,no
358,CatA9__1475,Phe,CatA9,CatA9,1475,K01998,288-938,651,no,no
360,Cat-pC221__1183,Phe,CatA,Cat-pC221,1183,X02529,2267-2914,648,no,no
360,Cat-pC223__1184,Phe,CatA,Cat-pC223,1184,AY355285,1000-1647,648,no,no
360,CatA7__1185,Phe,CatA,CatA7,1185,M64281,208-855,648,no,no
360,CatA8__1186,Phe,CatA,CatA8,1186,X92946,22563-21916,648,no,no
361,QnrD__1187,Flq,QnrD,QnrD,1187,FJ228229,554-1198,645,no,no
362,VatE__1181,MLS,VatE,VatE,1181,AF139725,63-707,645,no,no
363,CatA2__1182,Phe,CatA2,CatA2,1182,X53796,187-828,642,no,no
364,CatA3__1179,Phe,CatA3,CatA3,1179,X07848,272-913,642,no,no
365,VatB__1180,MLS,VatB,VatB,1180,U19459,67-705,639,no,no
366,VatC__1177,MLS,VatC,VatC,1177,AF015628,1307-1945,639,no,no
367,CatB7__1178,Phe,CatB7,CatB7,1178,AF036933,177-815,639,no,no
368,CatD__1173,Phe,Cat,CatD,1173,X15100,91-729,639,no,no
368,CatP__1174,Phe,Cat,CatP,1174,U15027,2953-3576,624,no,no
368,CatS__1175,Phe,Cat,CatS,1175,X74948,1-492,492,no,no
369,Aac2-Id__1176,AGly,Aac2-Id,Aac2-Id,1176,U72743,386-1018,633,no,no
370,CatB2__604,Phe,CatB2,CatB2,604,JN676230,4337-4969,633,no,no
371,CatB3__601,Phe,CatBx,CatB3,601,AJ310778,2329-2961,633,no,no
371,CatB4__602,Phe,CatBx,CatB4,602,JX424423,100791-101339,549,no,no
371,CatB8__603,Phe,CatBx,CatB8,603,AF227506,253-885,633,no,no
372,CatB10__606,Phe,CatB10,CatB10,606,AJ878850,1197-1829,633,no,no
374,VatD__608,MLS,VatD,VatD,608,L12033,162-791,630,no,no
375,CatB1__607,Phe,CatB1,CatB1,607,M58472,148-777,630,no,no
376,CatB5__610,Phe,CatB5,CatB5,610,AAWG01000020,33604-34233,630,no,no
376,CatB9__611,Phe,CatB5,CatB9,611,AF462019,27-656,630,no,no
