unique_ID,ResFinderDBname,gene,allele,accession,cluster90%,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,final_gene
83,blaOXA-64_1_AY750907,blaOXA,1,AY750907,297,no,yes,blaOXA
84,blaOXA-65_1_AY750908,blaOXA,1,AY750908,297,no,yes,blaOXA
53,blaOXA-66_4_FJ360530,blaOXA,4,FJ360530,297,no,yes,blaOXA
81,blaOXA-67_1_DQ491200,blaOXA,1,DQ491200,297,no,yes,blaOXA
85,blaOXA-68_1_AY750910,blaOXA,1,AY750910,297,no,yes,blaOXA
86,blaOXA-69_1_HM564339,blaOXA,1,HM564339,297,no,yes,blaOXA
87,blaOXA-70_1_AY750912,blaOXA,1,AY750912,297,no,yes,blaOXA
88,blaOXA-71_1_AY859528,blaOXA,1,AY859528,297,no,yes,blaOXA
89,blaOXA-75_1_AY859529,blaOXA,1,AY859529,297,no,yes,blaOXA
90,blaOXA-76_1_AY949203,blaOXA,1,AY949203,297,no,yes,blaOXA
91,blaOXA-77_1_AY949202,blaOXA,1,AY949202,297,no,yes,blaOXA
92,blaOXA-78_1_AY862132,blaOXA,1,AY862132,297,no,yes,blaOXA
71,blaOXA-79_1_EU019534,blaOXA,1,EU019534,297,no,yes,blaOXA
70,blaOXA-80_1_EU019535,blaOXA,1,EU019535,297,no,yes,blaOXA
44,blaOXA-82_1_GQ352402,blaOXA,1,GQ352402,297,no,yes,blaOXA
69,blaOXA-82_2_EU019536,blaOXA,2,EU019536,297,no,yes,blaOXA
56,blaOXA-83_1_DQ309277,blaOXA,1,DQ309277,297,no,yes,blaOXA
57,blaOXA-84_1_DQ309276,blaOXA,1,DQ309276,297,no,yes,blaOXA
93,blaOXA-86_1_DQ149247,blaOXA,1,DQ149247,297,no,yes,blaOXA
94,blaOXA-87_1_DQ348075,blaOXA,1,DQ348075,297,no,yes,blaOXA
79,blaOXA-88_1_DQ392963,blaOXA,1,DQ392963,297,no,yes,blaOXA
55,blaOXA-89_1_EU547444,blaOXA,1,EU547444,297,no,yes,blaOXA
80,blaOXA-89_2_DQ445683,blaOXA,2,DQ445683,297,no,yes,blaOXA
52,blaOXA-90_1_EU547443,blaOXA,1,EU547443,297,no,yes,blaOXA
43,blaOXA-91_1_DQ519086,blaOXA,1,DQ519086,297,no,yes,blaOXA
95,blaOXA-92_1_DQ335566,blaOXA,1,DQ335566,297,no,yes,blaOXA
42,blaOXA-93_1_DQ519087,blaOXA,1,DQ519087,297,no,yes,blaOXA
41,blaOXA-94_1_DQ519088,blaOXA,1,DQ519088,297,no,yes,blaOXA
40,blaOXA-95_1_DQ519089,blaOXA,1,DQ519089,297,no,yes,blaOXA
54,blaOXA-98_1_AM279652,blaOXA,1,AM279652,297,no,yes,blaOXA
47,blaOXA-99_1_DQ888718,blaOXA,1,DQ888718,297,no,yes,blaOXA
18,blaOXA-209_1_JF268688,blaOXA,1,JF268688,298,no,yes,blaOXA
32,blaOXA-133_1_EU571228,blaOXA,1,EU571228,299,no,yes,blaOXA
21,blaOXA-134_1_FJ195387,blaOXA,1,FJ195387,299,no,yes,blaOXA
22,blaOXA-146_1_FJ194460,blaOXA,1,FJ194460,299,no,yes,blaOXA
29,blaOXA-165_1_HM488986,blaOXA,1,HM488986,299,no,yes,blaOXA
28,blaOXA-166_1_HM488987,blaOXA,1,HM488987,299,no,yes,blaOXA
27,blaOXA-167_1_HM488988,blaOXA,1,HM488988,299,no,yes,blaOXA
26,blaOXA-168_1_HM488989,blaOXA,1,HM488989,299,no,yes,blaOXA
25,blaOXA-169_1_HM488990,blaOXA,1,HM488990,299,no,yes,blaOXA
24,blaOXA-170_1_HM488991,blaOXA,1,HM488991,299,no,yes,blaOXA
23,blaOXA-171_1_HM488992,blaOXA,1,HM488992,299,no,yes,blaOXA
19,blaOXA-225_1_JN638887,blaOXA,1,JN638887,299,no,yes,blaOXA
20,blaOXA-23_1_HQ700358,blaOXA,1,HQ700358,299,no,yes,blaOXA
31,blaOXA-27_1_AF201828,blaOXA,1,AF201828,299,no,yes,blaOXA
30,blaOXA-49_1_AY288523,blaOXA,1,AY288523,299,no,yes,blaOXA
33,blaOXA-73_1_AY762325,blaOXA,1,AY762325,299,no,yes,blaOXA
1861,blaOXA-22_1_AF064820,blaOXA,1,AF064820,300,no,yes,blaOXA
1862,rmtE_1_GU201947,rmtE,1,GU201947,301,no,no,rmtE
1863,blaOXA-134_2_HQ122933,blaOXA,2,HQ122933,302,no,yes,blaOXA
1864,blaOXA-104_1_EF581285,blaOXA,1,EF581285,303,no,yes,blaOXA
1865,lnu(F)_1_EU118119,lnu(F),1,EU118119,304,no,yes,lnu(F)
1866,lnu(F)_2_DQ836009,lnu(F),2,DQ836009,304,no,yes,lnu(F)
1867,lnu(F)_3_AJ561197,lnu(F),3,AJ561197,305,no,yes,lnu(F)
1868,aph(3'')-Ia_1_M16482,aph(3'')-Ia,1,M16482,306,no,no,aph(3'')-Ia
1869,aac(3)-IIIa_1_X55652,aac(3)-IIIa,1,X55652,307,no,no,aac(3)-IIIa
1858,aph(3')-Ia_1_V00359,aph(3')-Ia,1,V00359,308,yes,no,aph(3')-I
1859,aph(3')-Ic_1_X62115,aph(3')-Ic,1,X62115,308,yes,no,aph(3')-I
1860,aph(3')-Ib_1_M20305,aph(3')-Ib,1,M20305,309,no,no,aph(3')-Ib
1316,aph(3'')-Ic_1_DQ336355,aph(3'')-Ic,1,DQ336355,310,no,no,aph(3'')-Ic
1315,aph(3')-Id_1_Z48231,aph(3')-Id,1,Z48231,311,no,no,aph(3')-Id
1314,blaOXA-60_1_AY664506,blaOXA,1,AY664506,312,no,yes,blaOXA
1313,blaOXA-60_2_AY664505,blaOXA,2,AY664505,313,no,yes,blaOXA
1323,blaOXA-60_3_AY664504,blaOXA,3,AY664504,314,no,yes,blaOXA
1324,blaOXA-60_4_AY662675,blaOXA,4,AY662675,314,no,yes,blaOXA
1322,VanW-Pt_2_DQ018711,VanW-Pt,2,DQ018711,315,no,no,VanW-Pt
1320,aph(3')-IIc_1_AM743169,aph(3')-IIc,1,AM743169,316,yes,no,aph
1321,sph_1_HQ424461,sph,1,HQ424461,316,yes,no,aph
1317,blaNDM-1_1_FN396876,blaNDM,1,FN396876,317,no,no,blaNDM
1319,blaNDM-2_1_JF703135,blaNDM,1,JF703135,317,no,no,blaNDM
1318,blaNDM-5_1_JN104597,blaNDM,1,JN104597,317,no,no,blaNDM
1312,aac(3)-IIb_1_M97172,aac(3)-IIb,1,M97172,318,no,no,aac(3)-IIb
1308,blaOXA-42_1_AJ488302,blaOXA,1,AJ488302,319,no,yes,blaOXA
1309,blaOXA-43_1_AJ488303,blaOXA,1,AJ488303,319,no,yes,blaOXA
1311,blaOXA-57_1_AJ631966,blaOXA,1,AJ631966,319,no,yes,blaOXA
1310,blaOXA-59_1_AJ632249,blaOXA,1,AJ632249,319,no,yes,blaOXA
1131,blaOXA-136_1_EU086833,blaOXA,1,EU086833,320,no,yes,blaOXA
1132,blaOXA-136_2_EU086832,blaOXA,2,EU086832,320,no,yes,blaOXA
1130,blaOXA-137_1_EU086836,blaOXA,1,EU086836,320,no,yes,blaOXA
1129,blaOXA-192_1_JF273470,blaOXA,1,JF273470,320,no,yes,blaOXA
1133,blaOXA-63_1_AY619003,blaOXA,1,AY619003,320,no,yes,blaOXA
1134,aph(3')-IIb_1_X90856,aph(3')-IIb,1,X90856,321,no,no,aph(3')-IIb
1127,aph(3')-Va_1_K00432,aph(3')-Va,1,K00432,322,no,no,aph(3')-Va
1128,VanY-B_1_AF192329,VanY-B,1,AF192329,323,no,no,VanY-B
1137,aph(3')-VIII_1_AF182845,aph(3')-VIII,1,AF182845,324,no,no,aph(3')-VIII
1138,strA_1_M96392,strA,1,M96392,325,no,no,strA
1139,strA_2_M28829,strA,2,M28829,325,no,no,strA
1140,strA_3_AF024602,strA,3,AF024602,325,no,no,strA
1142,strA_4_AF321551,strA,4,AF321551,325,no,no,strA
1141,strA_4_NC_003384,strA,4,3384,325,no,no,strA
1143,strA_5_AF321550,strA,5,AF321550,325,no,no,strA
1135,blaOXA-5_1_X58272,blaOXA,1,X58272,326,no,yes,blaOXA
1136,blaOXA-129_1_AM932669,blaOXA,1,AM932669,327,no,yes,blaOXA
1144,lnu(B)_1_AJ238249,lnu(B),1,AJ238249,328,no,no,lnu(B)
1145,aph(6)-Ic_1_X01702,aph(6)-Ic,1,X01702,329,no,no,aph(6)-Ic
347,blaOXA-118_1_AF371964,blaOXA,1,AF371964,330,no,yes,blaOXA
348,blaOXA-119_1_AY139598,blaOXA,1,AY139598,330,no,yes,blaOXA
349,blaOXA-205_1_JF800667,blaOXA,1,JF800667,330,no,yes,blaOXA
329,blaOXA-10_1_HM175875,blaOXA,1,HM175875,331,no,yes,blaOXA
330,blaOXA-10_2_EU886981,blaOXA,2,EU886981,331,no,yes,blaOXA
338,blaOXA-101_1_AM412777,blaOXA,1,AM412777,331,no,yes,blaOXA
341,blaOXA-11_1_Z22590,blaOXA,1,Z22590,331,no,yes,blaOXA
336,blaOXA-13_1_AF043558,blaOXA,1,AF043558,331,no,yes,blaOXA
335,blaOXA-13_1_U59183,blaOXA,1,U59183,331,no,yes,blaOXA
331,blaOXA-142_1_EU358785,blaOXA,1,EU358785,331,no,yes,blaOXA
327,blaOXA-145_1_FJ790516,blaOXA,1,FJ790516,331,no,yes,blaOXA
345,blaOXA-147_1_FJ848783,blaOXA,1,FJ848783,331,no,yes,blaOXA
342,blaOXA-16_1_AF043100,blaOXA,1,AF043100,331,no,yes,blaOXA
343,blaOXA-17_1_AF060206,blaOXA,1,AF060206,331,no,yes,blaOXA
344,blaOXA-17_2_DQ902344,blaOXA,2,DQ902344,331,no,yes,blaOXA
346,blaOXA-183_1_HQ111474,blaOXA,1,HQ111474,331,no,yes,blaOXA
337,blaOXA-19_1_AF043381,blaOXA,1,AF043381,331,no,yes,blaOXA
328,blaOXA-28_1_FJ374756,blaOXA,1,FJ374756,331,no,yes,blaOXA
334,blaOXA-35_1_AF315786,blaOXA,1,AF315786,331,no,yes,blaOXA
333,blaOXA-56_1_AY660529,blaOXA,1,AY660529,331,no,yes,blaOXA
339,blaOXA-56_1_EF437948,blaOXA,1,EF437948,331,no,yes,blaOXA
340,blaOXA-7_1_X75562,blaOXA,1,X75562,331,no,yes,blaOXA
332,blaOXA-74_1_EU161636,blaOXA,1,EU161636,331,no,yes,blaOXA
352,blaOXA-20_1_AF024602,blaOXA,1,AF024602,332,no,yes,blaOXA
351,blaOXA-37_1_AY007784,blaOXA,1,AY007784,332,no,yes,blaOXA
350,blaOXA-29_1_AJ400619,blaOXA,1,AJ400619,333,no,yes,blaOXA
307,blaOXA-46_1_AJ969237,blaOXA,1,AJ969237,334,no,yes,blaOXA
294,blaVIM-1_1_GU724872,blaVIM,1,GU724872,335,no,yes,blaVIM
302,blaVIM-12_1_DQ143913,blaVIM,1,DQ143913,335,no,yes,blaVIM
299,blaVIM-14_1_FJ445404,blaVIM,1,FJ445404,335,no,yes,blaVIM
298,blaVIM-19_1_FJ499397,blaVIM,1,FJ499397,335,no,yes,blaVIM
304,blaVIM-19_2_FJ915116,blaVIM,2,FJ915116,335,no,yes,blaVIM
296,blaVIM-2_1_FR695891,blaVIM,1,FR695891,335,no,yes,blaVIM
297,blaVIM-25_1_HM750249,blaVIM,1,HM750249,335,no,yes,blaVIM
306,blaVIM-26_1_FR748153,blaVIM,1,FR748153,335,no,yes,blaVIM
293,blaVIM-27_1_HQ858608,blaVIM,1,HQ858608,335,no,yes,blaVIM
295,blaVIM-27_2_JF803952,blaVIM,2,JF803952,335,no,yes,blaVIM
292,blaVIM-28_1_JF900599,blaVIM,1,JF900599,335,no,yes,blaVIM
300,blaVIM-4_1_EU581706,blaVIM,1,EU581706,335,no,yes,blaVIM
301,blaVIM-4_2_EF693948,blaVIM,2,EF693948,335,no,yes,blaVIM
303,blaVIM-5_1_DQ023222,blaVIM,1,DQ023222,335,no,yes,blaVIM
305,blaVIM-5_2_AY456196,blaVIM,2,AY456196,335,no,yes,blaVIM
314,blaVIM-10_1_AY524989,blaVIM,1,AY524989,336,no,yes,blaVIM
312,blaVIM-11_1_DQ835309,blaVIM,1,DQ835309,336,no,yes,blaVIM
313,blaVIM-11_2_AY605049,blaVIM,2,AY605049,336,no,yes,blaVIM
322,blaVIM-11_4_DQ022682,blaVIM,4,DQ022682,336,no,yes,blaVIM
324,blaVIM-15_1_EU419745,blaVIM,1,EU419745,336,no,yes,blaVIM
323,blaVIM-16_1_EU419746,blaVIM,1,EU419746,336,no,yes,blaVIM
325,blaVIM-17_1_EU118148,blaVIM,1,EU118148,336,no,yes,blaVIM
321,blaVIM-18_1_AM778091,blaVIM,1,AM778091,336,no,yes,blaVIM
326,blaVIM-2_2_AJ586617,blaVIM,2,AJ586617,336,no,yes,blaVIM
319,blaVIM-20_1_GQ414736,blaVIM,1,GQ414736,336,no,yes,blaVIM
320,blaVIM-23_1_GQ242167,blaVIM,1,GQ242167,336,no,yes,blaVIM
309,blaVIM-24_1_HM855205,blaVIM,1,HM855205,336,no,yes,blaVIM
310,blaVIM-3_1_EU090799,blaVIM,1,EU090799,336,no,yes,blaVIM
318,blaVIM-3_2_AF300454,blaVIM,2,AF300454,336,no,yes,blaVIM
311,blaVIM-6_1_EF522838,blaVIM,1,EF522838,336,no,yes,blaVIM
317,blaVIM-6_2_AY165025,blaVIM,2,AY165025,336,no,yes,blaVIM
316,blaVIM-8_1_AY524987,blaVIM,1,AY524987,336,no,yes,blaVIM
315,blaVIM-9_1_AY524988,blaVIM,1,AY524988,336,no,yes,blaVIM
308,blaVIM-13_1_DQ365886,blaVIM,1,DQ365886,337,no,yes,blaVIM
289,erm(F)_2_M17124,erm(F),2,M17124,338,no,no,erm(F)
290,erm(F)_3_M17808,erm(F),3,M17808,338,no,no,erm(F)
291,erm(F)_4_M62487,erm(F),4,M62487,338,no,no,erm(F)
288,erm(35)_1_AF319779,erm(35),1,AF319779,339,no,no,erm(35)
5,aadA7_1_AF224733,aadA,1,AF224733,340,no,yes,aadA
6,aadA13_1_AY713504,aadA,1,AY713504,341,no,yes,aadA
7,blaOXA-54_1_AY500137,blaOXA,1,AY500137,342,no,yes,blaOXA
11,blaOXA-162_1_GU197550,blaOXA,1,GU197550,343,no,yes,blaOXA
8,blaOXA-163_1_HQ700343,blaOXA,1,HQ700343,343,no,yes,blaOXA
9,blaOXA-48_1_HM755942,blaOXA,1,HM755942,343,no,yes,blaOXA
10,blaOXA-48_2_AY236073,blaOXA,2,AY236073,343,no,yes,blaOXA
1,blaOXA-181_1_HM992946,blaOXA,1,HM992946,344,no,yes,blaOXA
353,blaVIM-7_1_AJ536835,blaVIM,1,AJ536835,345,no,yes,blaVIM
3,aph(3')-IIa_1_X57709,aph(3')-IIa,1,X57709,346,no,no,aph(3')-IIa
4,aph(3')-III_1_M26832,aph(3')-III,1,M26832,347,no,no,aph(3')-III
12,aph(3')-Vc_1_S81599,aph(3')-Vc,1,S81599,348,no,no,aph(3')-Vc
13,aph(3')-XV_1_Y18050,aph(3')-XV,1,Y18050,349,no,no,aph(3')-XV
1659,blaOXA-12_1_U10251,blaOXA,1,U10251,350,no,yes,blaOXA
1658,blaOXA-45_1_AJ519683,blaOXA,1,AJ519683,351,no,yes,blaOXA
1657,ampS_1_X80276,ampS,1,X80276,352,no,no,ampS
1655,ampH_1_AJ276031,ampH,1,AJ276031,353,no,no,ampH
1656,ampH_2_HQ586946,ampH,2,HQ586946,353,no,no,ampH
1654,aadA17_1_FJ460181,aadA,1,FJ460181,354,yes,yes,aadA
1649,aadA2_1_X68227,aadA,1,X68227,354,yes,yes,aadA
1650,aadA2_2_JQ364967,aadA,2,JQ364967,354,yes,yes,aadA
1651,aadA3_1_AF047479,aadA,1,AF047479,354,yes,yes,aadA
1652,aadA8_1_AF326210,aadA,1,AF326210,354,yes,yes,aadA
1653,aadA8b_1_AM040708,aadA8b,1,AM040708,354,yes,no,aadA
1648,aadA12_1_AY665771,aadA,1,AY665771,355,no,yes,aadA
1647,aph(3')-Vb_1_M22126,aph(3')-Vb,1,M22126,356,no,no,aph(3')-Vb
1645,sul3_1_EU834941,sul,1,EU834941,357,no,yes,sul
1646,sul3_2_AJ459418,sul,2,AJ459418,357,no,yes,sul
1661,aadA4_1_Z50802,aadA,1,Z50802,358,no,yes,aadA
1662,aadA5_1_AF137361,aadA,1,AF137361,358,no,yes,aadA
1660,aph(3')-IV_1_X03364,aph(3')-IV,1,X03364,359,no,no,aph(3')-IV
1339,blaOXA-198_1_HQ634775,blaOXA,1,HQ634775,360,no,yes,blaOXA
1340,blaOXA-50_1_AY306135,blaOXA,1,AY306135,361,no,yes,blaOXA
1341,blaOXA-50_2_AY306133,blaOXA,2,AY306133,361,no,yes,blaOXA
1343,blaOXA-50_3_AY306130,blaOXA,3,AY306130,361,no,yes,blaOXA
1342,blaOXA-50_3_AY306132,blaOXA,3,AY306132,361,no,yes,blaOXA
1337,aac(3)-IVa_1_X01385,aac(3)-IVa,1,X01385,362,no,no,aac(3)-IVa
1338,aadA14_1_AJ884726,aadA,1,AJ884726,363,no,yes,aadA
1334,spc_1_X02588,spc,1,X02588,364,no,yes,spc
1336,blaLCR-1_1_X56809,blaLCR,1,X56809,365,yes,no,FALSE
1335,blaNPS_1_AY027589,blaNPS,1,AY027589,365,yes,no,FALSE
1332,erm(O)_1_M74717,erm(O),1,M74717,366,no,yes,erm(O)
1333,aadA24_1_AM711129,aadA,1,AM711129,367,no,yes,aadA
1329,aph(3')-VIa_1_X07753,aph(3')-VIa,1,X07753,368,yes,no,aph(3')-VI
1330,aph(3')-VIb_1_AJ627643,aph(3')-VIb,1,AJ627643,368,yes,no,aph(3')-VI
1331,erm(O)_2_AJ223970,erm(O),2,AJ223970,369,no,yes,erm(O)
807,armA_1_AY220558,armA,1,AY220558,370,no,no,armA
806,blaOXA-61_1_AY587956,blaOXA,1,AY587956,371,no,yes,blaOXA
809,erm(Q)_1_L22689,erm(Q),1,L22689,372,no,no,erm(Q)
808,aadD_1_AF181950,aadD,1,AF181950,373,no,no,aadD
812,ant(4')-Ib_1_AJ506108,ant(4')-Ib,1,AJ506108,374,no,no,ant(4')-Ib
810,ant(9)-Ib_1_M69221,ant(9)-Ib,1,M69221,375,yes,no,FALSE
811,spc_2_U50980,spc,2,U50980,375,yes,yes,FALSE
814,imiS_1_Y10415,imiS,1,Y10415,376,no,no,imiS
813,blaCEPH-A3_1_AY112998,blaCEPH-A,1,AY112998,377,no,no,blaCEPH-A
805,cphA7_1_AY227053,cphA,1,AY227053,378,no,yes,cphA
804,cphA5_1_AY227051,cphA,1,AY227051,379,no,yes,cphA
1344,cphA6_1_AY227052,cphA,1,AY227052,380,no,yes,cphA
1346,cphA1_2_AY261377,cphA,2,AY261377,381,no,yes,cphA
1345,cphA4_1_AY227050,cphA,1,AY227050,381,no,yes,cphA
1348,cphA1_7_X57102,cphA,7,X57102,382,yes,yes,cphA
1347,cphA2_6_AHU60294,cphA,6,AHU60294,382,yes,yes,cphA
1349,imiH_1_AJ548797,imiH,1,AJ548797,382,yes,no,cphA
1350,cphA8_1_AY261375,cphA,1,AY261375,383,no,yes,cphA
1351,cphA1_1_AY261379,cphA,1,AY261379,384,no,yes,cphA
1352,cphA1_3_AY261378,cphA,3,AY261378,385,no,yes,cphA
1353,cphA1_4_AY261376,cphA,4,AY261376,386,no,yes,cphA
1354,VanXY-G_1_AY271782,VanXY-G,1,AY271782,387,no,no,VanXY-G
1355,erm(B)_1_JN899585,erm(B),1,JN899585,388,no,no,erm(B)
1360,erm(B)_10_U86375,erm(B),10,U86375,388,no,no,erm(B)
1361,erm(B)_11_M19270,erm(B),11,M19270,388,no,no,erm(B)
1362,erm(B)_12_U18931,erm(B),12,U18931,388,no,no,erm(B)
1363,erm(B)_15_U48430,erm(B),15,U48430,388,no,no,erm(B)
1364,erm(B)_16_X82819,erm(B),16,X82819,388,no,no,erm(B)
1365,erm(B)_17_X64695,erm(B),17,X64695,388,no,no,erm(B)
1366,erm(B)_18_X66468,erm(B),18,X66468,388,no,no,erm(B)
1356,erm(B)_2_K00551,erm(B),2,K00551,388,no,no,erm(B)
1367,erm(B)_20_AF109075,erm(B),20,AF109075,388,no,no,erm(B)
1368,erm(B)_21_U35228,erm(B),21,U35228,388,no,no,erm(B)
1357,erm(B)_6_AF242872,erm(B),6,AF242872,388,no,no,erm(B)
1358,erm(B)_7_AF368302,erm(B),7,AF368302,388,no,no,erm(B)
1359,erm(B)_9_AF299292,erm(B),9,AF299292,388,no,no,erm(B)
1369,ant(4')-IIa_1_M98270,ant(4')-IIa,1,M98270,389,no,no,ant(4')-IIa
1915,ant(4')-IIb_1_AY114142,ant(4')-IIb,1,AY114142,390,no,no,ant(4')-IIb
1914,rmtA_1_AB120321,rmtA,1,AB120321,391,no,no,rmtA
817,rmtB_1_AB103506,rmtB,1,AB103506,392,no,no,rmtB
816,blaGOB-7_1_AF189297,blaGOB,1,AF189297,393,no,yes,blaGOB
824,blaDIM-1_1_GU323019,blaDIM,1,GU323019,394,no,no,blaDIM
823,erm(40)_1_AY570506,erm(40),1,AY570506,395,no,no,erm(40)
822,aph(3')-VIIa_1_M29953,aph(3')-VIIa,1,M29953,396,no,no,aph(3')-VIIa
821,blaGIM-1_1_JF414726,blaGIM,1,JF414726,397,no,no,blaGIM
1931,fusA_10_EU812072,fusA,10,EU812072,398,no,yes,fusA
1932,fusA_13_EU812073,fusA,13,EU812073,398,no,yes,fusA
1933,fusA_14_EU812071,fusA,14,EU812071,398,no,yes,fusA
1929,fusA_11_EU812070,fusA,11,EU812070,399,no,yes,fusA
798,fusA_12_EU812068,fusA,12,EU812068,400,no,yes,fusA
797,fusA_15_EU812069,fusA,15,EU812069,401,no,yes,fusA
796,fusA_16_EU812067,fusA,16,EU812067,402,no,yes,fusA
794,blaB-12_1_EF595958,blaB,1,EF595958,403,no,yes,blaB
795,blaB-13_1_EF595959,blaB,1,EF595959,403,no,yes,blaB
790,blaB-11_1_AY348326,blaB,1,AY348326,404,no,yes,blaB
789,blaB-14_1_JN635697,blaB,1,JN635697,404,no,yes,blaB
793,blaB-2_1_AF189300,blaB,1,AF189300,404,no,yes,blaB
791,blaB-3_1_AF189301,blaB,1,AF189301,404,no,yes,blaB
792,blaB-3_2_AF189299,blaB,2,AF189299,404,no,yes,blaB
783,blaB-10_1_AY348325,blaB,1,AY348325,405,no,yes,blaB
786,blaB-5_1_AF189303,blaB,1,AF189303,405,no,yes,blaB
788,blaB-6_1_AF189302,blaB,1,AF189302,405,no,yes,blaB
787,blaB-7_1_AF189304,blaB,1,AF189304,405,no,yes,blaB
785,blaB-8_1_AF189305,blaB,1,AF189305,405,no,yes,blaB
784,blaB-9_1_AY348324,blaB,1,AY348324,405,no,yes,blaB
782,cfiA1_1_AB087225,cfiA,1,AB087225,406,no,no,cfiA
781,cfiA10_1_AB087227,cfiA,1,AB087227,406,no,no,cfiA
772,cfiA11_1_FM200784,cfiA,1,FM200784,406,no,no,cfiA
771,cfiA12_1_FM200786,cfiA,1,FM200786,406,no,no,cfiA
768,cfiA13_1_FM200787,cfiA,1,FM200787,406,no,no,cfiA
767,cfiA14_1_FM200789,cfiA,1,FM200789,406,no,no,cfiA
770,cfiA15_1_FM200790,cfiA,1,FM200790,406,no,no,cfiA
769,cfiA16_1_FM200792,cfiA,1,FM200792,406,no,no,cfiA
777,cfiA2_1_AB087226,cfiA,1,AB087226,406,no,no,cfiA
776,cfiA3_1_AB087228,cfiA,1,AB087228,406,no,no,cfiA
780,cfiA4_1_AB087229,cfiA,1,AB087229,406,no,no,cfiA
775,cfiA5_1_AB087230,cfiA,1,AB087230,406,no,no,cfiA
779,cfiA6_1_AB087231,cfiA,1,AB087231,406,no,no,cfiA
774,cfiA7_1_AB087232,cfiA,1,AB087232,406,no,no,cfiA
778,cfiA8_1_AB087233,cfiA,1,AB087233,406,no,no,cfiA
773,cfiA9_1_AB087234,cfiA,1,AB087234,406,no,no,cfiA
766,blaJOHN-1_1_AY028464,blaJOHN,1,AY028464,407,no,no,blaJOHN
802,blaTUS-1_1_AF441287,blaTUS,1,AF441287,408,no,no,blaTUS
800,rmtD_1_DQ914960,rmtD,1,DQ914960,409,no,no,rmtD
801,rmtD2_1_HQ401565,rmtD,1,HQ401565,409,no,no,rmtD
1286,blaIMP-1_1_DQ522237,blaIMP,1,DQ522237,410,no,yes,blaIMP
1292,blaIMP-1_11_AM283490,blaIMP,11,AM283490,410,no,yes,blaIMP
1287,blaIMP-1_5_AB469046,blaIMP,5,AB469046,410,no,yes,blaIMP
1293,blaIMP-10_1_AB195637,blaIMP,1,AB195637,410,no,yes,blaIMP
1289,blaIMP-26_1_GU045307,blaIMP,1,GU045307,410,no,yes,blaIMP
1295,blaIMP-3_1_AB010417,blaIMP,1,AB010417,410,no,yes,blaIMP
1296,blaIMP-30_1_DQ522237,blaIMP,1,DQ522237,410,no,yes,blaIMP
1290,blaIMP-4_2_FJ384365,blaIMP,2,FJ384365,410,no,yes,blaIMP
1291,blaIMP-4_3_AF288045,blaIMP,3,AF288045,410,no,yes,blaIMP
1294,blaIMP-4_6_DQ307573,blaIMP,6,DQ307573,410,no,yes,blaIMP
1288,blaIMP-6_1_AB188812,blaIMP,1,AB188812,410,no,yes,blaIMP
1299,blaIMP-15_1_EF184216,blaIMP,1,EF184216,411,no,yes,blaIMP
1298,blaIMP-5_1_JF810083,blaIMP,1,JF810083,411,no,yes,blaIMP
1297,blaIMP-7_1_GQ221781,blaIMP,1,GQ221781,411,no,yes,blaIMP
1300,blaIMP-27_1_JF894248,blaIMP,1,JF894248,412,no,yes,blaIMP
1303,blaIMP-18_1_EF184215,blaIMP,1,EF184215,413,no,yes,blaIMP
1301,blaIMP-18_1_FN556190,blaIMP,1,FN556190,413,no,yes,blaIMP
1302,blaIMP-18_2_HM138673,blaIMP,2,HM138673,413,no,yes,blaIMP
1275,blaIMP-19_1_EF118171,blaIMP,1,EF118171,414,no,yes,blaIMP
1277,blaIMP-2_1_AJ243491,blaIMP,1,AJ243491,414,no,yes,blaIMP
1278,blaIMP-20_1_AB196988,blaIMP,1,AB196988,414,no,yes,blaIMP
1279,blaIMP-24_1_EF192154,blaIMP,1,EF192154,414,no,yes,blaIMP
1276,blaIMP-8_1_EU042136,blaIMP,1,EU042136,414,no,yes,blaIMP
1280,blaIMP-13_1_GU207399,blaIMP,1,GU207399,415,no,yes,blaIMP
1281,blaIMP-13_5_AJ512502,blaIMP,5,AJ512502,415,no,yes,blaIMP
1282,blaIMP-22_2_DQ361087,blaIMP,2,DQ361087,416,no,yes,blaIMP
1283,blaIMP-14_1_GQ302618,blaIMP,1,GQ302618,417,no,yes,blaIMP
1284,blaIMP-14_2_GQ302617,blaIMP,2,GQ302617,417,no,yes,blaIMP
1285,blaIMP-14_3_AY553332,blaIMP,3,AY553332,417,no,yes,blaIMP
1305,blaIMP-16_1_AJ584652,blaIMP,1,AJ584652,418,no,yes,blaIMP
1306,blaIMP-12_3_AJ420864,blaIMP,3,AJ420864,419,no,yes,blaIMP
1838,blaSIM-1_1_JF731030,blaSIM,1,JF731030,420,no,no,blaSIM
1837,blaMUS-1_1_AF441286,blaMUS,1,AF441286,421,no,no,blaMUS
1840,erm(39)_1_AY487229,erm(39),1,AY487229,422,no,no,erm(39)
1839,aac(3)-IIIb_1_L06160,aac(3)-IIIb,1,L06160,423,no,no,aac(3)-IIIb
1843,blaIMP-25_1_HM175876,blaIMP,1,HM175876,424,no,yes,blaIMP
1845,blaIMP-25_3_EU588392,blaIMP,3,EU588392,424,no,yes,blaIMP
1844,blaIMP-9_1_AY033653,blaIMP,1,AY033653,424,no,yes,blaIMP
